HANDI,ablationA,ortho
6.94863820e-04,4.31639637e-03,1.14966818e-02
1.92999191e-04,9.30707492e-03,7.56328708e-03
1.02358272e-03,1.27769654e-02,5.76652898e-03
1.78676597e-03,1.38453384e-02,6.31189984e-03
1.62523612e-03,5.11781685e-02,1.75054238e-02
2.03226464e-03,5.49083798e-02,8.81111423e-03
4.53068185e-04,2.00031605e-03,1.02558608e-02
1.52490914e-04,4.35819577e-03,6.76243126e-03
9.54100362e-04,5.11112224e-03,4.65786699e-03
1.69779379e-03,2.10311140e-03,3.62857434e-03
1.56653935e-03,3.25828263e-03,1.07267177e-02
2.68876784e-03,1.27641906e-01,2.89987288e-02
2.12268905e-03,1.51034711e-02,7.26198648e-03
2.66124404e-04,1.10244152e-03,9.49990812e-03
1.36879352e-04,2.36774455e-03,6.69669697e-03
8.97200894e-04,2.86955357e-03,4.52016482e-03
1.63097072e-03,7.60609153e-04,2.09731147e-03
1.34570046e-03,1.87360154e-03,5.80900728e-03
1.39589271e-03,5.27251447e-03,2.32458523e-02
3.79933346e-03,3.84212450e-01,6.97776151e-02
4.31365126e-03,6.93393357e-01,5.98526018e-02
1.67589410e-03,5.09961500e-03,6.48857157e-03
1.47472277e-04,7.27077272e-04,9.54031633e-03
1.30778402e-04,1.61454229e-03,8.00261505e-03
7.88374036e-04,3.04767947e-03,6.32144594e-03
1.55781704e-03,1.01889005e-03,1.78665002e-03
1.17894703e-03,6.23271534e-03,3.06309827e-03
6.85241372e-04,3.35291348e-03,1.67397139e-02
1.09016647e-03,3.66822743e-02,5.79626324e-02
1.86050739e-04,3.74873879e-01,1.21949722e-01
1.72360509e-03,8.73784403e-02,2.74691986e-02
1.13196068e-03,1.88874649e-03,5.96303234e-03
8.54195046e-05,5.57524524e-04,1.08329423e-02
1.03136581e-04,1.45064146e-03,1.27664120e-02
4.43209915e-04,6.23946742e-03,1.75658649e-02
8.78465256e-04,7.37310913e-03,4.67331156e-03
8.07543310e-04,1.38791296e-03,5.51350414e-04
2.34886036e-04,1.10219048e-02,8.94202036e-03
1.13917979e-04,2.41201944e-03,4.04641012e-02
2.31398699e-05,1.09298957e-01,6.99972476e-02
3.45496761e-04,1.49840984e-02,1.63418174e-02
7.11810877e-04,7.27921070e-04,5.48152420e-03
5.95296494e-05,4.72064302e-04,1.43216086e-02
3.88650150e-05,1.63182977e-03,2.97338512e-02
4.25785402e-05,1.44922802e-02,1.06275354e-01
7.92293694e-05,2.31776702e-02,4.83702905e-02
6.00825703e-04,1.47867749e-02,1.25538867e-03
1.21829113e-03,4.84594147e-04,9.46753707e-05
1.76184775e-03,5.02860974e-04,1.24849616e-02
6.37932992e-04,1.56253312e-02,2.65009991e-02
5.80526362e-05,3.54468726e-03,1.18294558e-02
4.66617664e-04,3.15820198e-04,4.99526791e-03
5.34040976e-05,4.21468249e-04,2.21258910e-02
3.57974209e-05,1.85613999e-03,1.04722670e-01
7.47319786e-04,3.33335589e-03,3.71644491e-01
8.15216688e-04,1.10229057e-02,1.62273932e-01
1.46247285e-03,8.86466165e-03,2.39421260e-02
2.71006674e-03,1.40000727e-03,2.60426802e-03
3.38930475e-03,5.47723761e-04,6.37411974e-03
1.59413117e-03,3.46302359e-03,1.54728890e-02
1.93576690e-04,1.31371362e-03,9.83460818e-03
3.67684257e-04,2.57829986e-04,4.54335317e-03
5.75842903e-05,3.97141664e-04,3.90802744e-02
7.13802376e-04,7.57689906e-04,4.97612367e-01
8.27377281e-04,2.99210731e-02,1.16786289e+00
1.53234530e-03,2.62168254e-02,4.53192356e-01
1.92630016e-03,4.59566766e-03,1.16896804e-01
2.87503808e-03,1.19145700e-03,1.96652404e-02
3.68126314e-03,1.29644481e-03,1.10013198e-02
2.17825568e-03,2.70599987e-03,1.37554648e-02
4.14950774e-04,1.42890647e-03,9.17355251e-03
3.73294715e-04,4.78790953e-04,4.20933420e-03
6.26932710e-05,5.00627111e-04,7.69782089e-02
2.39999513e-03,2.22780724e-02,1.69937750e+00
2.45669843e-03,1.02263951e+00,2.69814413e+00
4.17252310e-03,4.22866924e-01,2.11081767e+00
2.49206472e-03,3.82668848e-02,3.18719574e-01
2.69976807e-03,5.31070320e-03,7.41602587e-02
3.30842687e-03,4.18114145e-03,2.43182049e-02
2.38121058e-03,4.95962787e-03,1.61945398e-02
5.94254954e-04,2.92586818e-03,9.61072331e-03
4.59594167e-04,1.10132756e-03,4.09333197e-03
6.37257707e-05,1.40926504e-03,1.69141268e-01
1.47404729e-03,3.24126579e-01,3.75378097e+00
5.31877036e-03,3.36012881e-01,1.17594852e+00
2.69684044e-03,3.18400983e-02,2.36402543e-01
2.60620590e-03,1.43145790e-02,5.40971361e-02
2.31777974e-03,1.10606024e-02,2.28876393e-02
7.13801254e-04,6.35542535e-03,1.13812327e-02
6.20694976e-04,2.53458023e-03,4.32080616e-03
