0.15553821,-1.34021722
0.14365307,-1.46893424
0.13105597,-1.46735602
0.11919714,-1.40785476
0.10759173,-1.35918115
0.09654412,-1.41246766
0.08405060,-1.41127792
0.07302282,-1.44822127
0.05991358,-1.62217623
0.04598655,-1.49348439
0.03502217,-1.48930951
0.02116472,-1.57579622
0.00875890,-1.48902043
-0.00365228,-1.53273866
-0.01678674,-1.48843096
-0.02845947,-1.49135009
-0.04164258,-1.44971936
-0.05262146,-1.48680188
-0.06642261,-1.53641118
-0.07822831,-1.40667419
-0.08986718,-1.36050536
-0.10090340,-1.41186512
-0.11339827,-1.46146816
-0.12526120,-1.41857722
-0.13704122,-1.37004723
-0.14809532,-1.33321356
-0.15926145,-1.28986622
-0.16959309,-1.23944305
-0.17991883,-1.23860211
-0.19023646,-1.15166700
-0.19911328,-1.15964589
-0.20956389,-1.03082245
-0.21629365,-1.04066691
-0.22690834,-1.13632378
-0.23523238,-0.97802474
-0.24320875,-0.89290231
-0.25011409,-0.84020051
-0.25721210,-0.86069581
-0.26445902,-0.83815054
-0.27118127,-0.68001758
-0.27579264,-0.59557455
-0.28110751,-0.63777477
-0.28642222,-0.60835975
-0.29124684,-0.44074886
-0.29376804,-0.40291057
-0.29796202,-0.44501356
-0.30118493,-0.37381597
-0.30419229,-0.27723550
-0.30580552,-0.18037692
-0.30719857,-0.07033979
-0.30697785,-0.07021377
-0.30836880,-0.13847841
-0.30928583,0.00000000
-0.30836880,0.12523553
-0.30719857,0.11199590
-0.30650220,0.12309917
-0.30514691,0.23533886
-0.30257988,0.23487465
-0.30123234,0.39923074
-0.29592604,0.44398511
-0.29383258,0.46913086
-0.28810719,0.56557706
-0.28440630,0.51627149
-0.27950267,0.61301364
-0.27418941,0.59537052
-0.26957982,0.76442366
-0.26144901,0.86200956
-0.25521300,0.86110249
-0.24709730,0.92158655
-0.23985322,0.83770923
-0.23313548,0.97677841
-0.22357358,0.98656917
-0.21669266,0.98717569
-0.20712065,1.20926950
-0.19653817,1.15851306
-0.18781210,1.02063706
-0.17952755,1.13000413
-0.16897870,1.26440027
-0.15845422,1.22910982
-0.14849354,1.23409490
-0.13788597,1.34005826
-0.12615923,1.45059287
-0.11370942,1.44606071
-0.10205822,1.26426997
-0.09263825,1.39989424
-0.07872665,1.53806418
-0.06700385,1.36466696
-0.05598220,1.40180726
-0.04364040,1.43679307
-0.03203565,1.48318813
-0.01892059,1.44179989
-0.00800565,1.39724276
0.00436678,1.44095569
0.01601028,1.44059256
0.02837666,1.44509559
0.04009520,1.44320274
0.05243004,1.44021544
0.06409879,1.35995255
0.07509592,1.35648143
0.08670682,1.44394269
0.09916163,1.40807599
0.11017475,1.31662172
0.12110532,1.36570712
0.13293654,1.27838404
0.14241172,1.19273485
0.15281545,1.24210564
0.16311348,1.28608632
0.17425022,1.15686352
0.18239454,1.10598636
0.19268333,1.15720235
0.20168125,1.08017156
0.21068619,1.08092681
0.21969669,1.01914991
0.22767202,1.03939016
0.23701986,0.96412809
0.24374082,0.84874470
0.25116561,0.87068392
0.25825222,0.78616179
0.26426831,0.67965624
0.26957982,0.72165293
0.27629585,0.63745277
0.28020404,0.61246335
0.28650358,0.66678674
0.29131715,0.49433999
0.29474258,0.31836688
0.29662326,0.42839893
0.30188256,0.45414127
0.30419229,0.19355888
0.30510854,0.20691806
0.30764092,0.20891046
0.30859038,0.00195353
0.30767348,-0.01329508
0.30836880,0.05501418
0.30859038,-0.04171910
0.30767348,-0.08350886
0.30719857,-0.12526785
0.30558568,-0.19349663
0.30397362,-0.31889063
0.30027084,-0.40259134
0.29726377,-0.47012184
0.29243547,-0.48707360
0.28914587,-0.39046425
0.28592774,-0.55439713
0.27990592,-0.77683051
0.27298056,-0.73464958
0.26766176,-0.71159764
0.26112060,-0.72293840
0.25561279,-0.83029209
0.24728240,-0.86133201
0.24125726,-0.87119047
0.23276256,-0.97932190
0.22493522,-0.98813421
0.21629365,-1.05085316
0.20742100,-1.12530070
0.19753864,-1.06583384
0.18965711,-1.15122208
0.17835161,-1.29761637
0.16803017,-1.23201889
0.15781796,-1.20255310
0.14798762,-1.21520725
0.13756450,-1.36905756
0.12516999,-1.44997436
0.11339827,-1.32980527
0.10300657,-1.32067788
0.09138697,-1.40281568
0.07962631,-1.36387961
0.06865564,-1.36022591
0.05695588,-1.44956896
0.04449616,-1.49100742
0.03210575,-1.44366281
0.02043511,-1.44460367
0.00802902,-1.44508380
-0.00364962,-1.48968171
-0.01679900,-1.48983754
-0.02848024,-1.35579965
-0.03939566,-1.40470074
-0.05189192,-1.53711898
-0.06501431,-1.35516052
-0.07447793,-1.40009330
-0.08834920,-1.45477777
-0.09872423,-1.32880369
-0.11049593,-1.39683565
-0.12200482,-1.27702640
-0.13177970,-1.20592293
-0.14210354,-1.28214415
-0.15314877,-1.23872015
