SINDy,HANDI,PSE,gEDMD,SR3
1.26114408e-01,3.35742724e-06,7.69354091e-02,inf,1.26287008e-01
1.25012947e-01,1.47361527e-06,7.59333451e-02,inf,1.25274140e-01
1.23972968e-01,4.18708242e-07,7.48992108e-02,inf,1.24285237e-01
1.22984354e-01,1.43044542e-07,7.40163924e-02,1.39221721e-01,1.23331507e-01
1.22511251e-01,1.44967916e-07,7.35035404e-02,1.35424832e-01,1.22887171e-01
1.22430343e-01,1.96230215e-07,7.35138767e-02,1.34501475e-01,1.22846632e-01
1.22663912e-01,3.03285492e-07,7.40563007e-02,7.95488671e-01,1.23137917e-01
1.23469312e-01,5.72092877e-07,7.50371671e-02,8.00361558e-01,1.24007631e-01
1.24672006e-01,1.17514526e-06,7.63436232e-02,1.49604182e-01,1.25255313e-01
1.25857551e-01,2.29250215e-06,7.78414407e-02,1.54350085e-01,1.26363148e-01
1.24809106e-01,1.35981701e-06,7.52121642e-02,1.45076540e-01,1.25019988e-01
1.23704189e-01,6.68075403e-07,7.38668830e-02,1.46458644e-01,1.23941856e-01
1.22420149e-01,2.59837663e-07,7.20927093e-02,1.39916506e-01,1.22695381e-01
1.21051903e-01,1.30673474e-07,7.03150003e-02,1.34921048e-01,1.21359468e-01
1.20275082e-01,9.79493422e-08,6.91685861e-02,1.32492215e-01,1.20615749e-01
1.20205784e-01,8.65682112e-08,6.92281447e-02,1.32526921e-01,1.20596684e-01
1.20710029e-01,8.76845115e-08,7.04996596e-02,1.33737019e-01,1.21165869e-01
1.22003952e-01,1.32028864e-07,7.24391440e-02,7.98084988e-01,1.22516206e-01
1.23618099e-01,2.95671088e-07,7.45773617e-02,1.51315550e-01,1.24156202e-01
1.24950252e-01,6.78783114e-07,7.66751569e-02,1.55246234e-01,1.25409742e-01
1.23790360e-01,5.73504834e-07,7.37755710e-02,1.47837242e-01,1.23978323e-01
1.22349387e-01,3.34032554e-07,7.17390782e-02,1.38467431e-01,1.22544104e-01
1.20348171e-01,1.78579350e-07,6.84699147e-02,1.33992930e-01,1.20574235e-01
1.17565397e-01,1.24350590e-07,6.43909827e-02,1.30535191e-01,1.17821920e-01
1.15135969e-01,1.08889530e-07,6.11144914e-02,1.27486251e-01,1.15422942e-01
1.15045340e-01,1.02073194e-07,6.11555355e-02,1.27663067e-01,1.15401711e-01
1.17225363e-01,9.42041657e-08,6.46311733e-02,1.29797750e-01,1.17673697e-01
1.20056837e-01,8.76377775e-08,6.88570534e-02,1.31345119e-01,1.20554744e-01
1.22458455e-01,1.07945538e-07,7.24124091e-02,1.33745204e-01,1.22966805e-01
1.24017828e-01,2.08728023e-07,7.52372607e-02,1.35116151e-01,1.24424502e-01
1.22933090e-01,2.84408134e-07,7.27003155e-02,1.36053547e-01,1.23062622e-01
1.21054896e-01,2.00492532e-07,6.97474325e-02,1.34025224e-01,1.21164317e-01
1.17614913e-01,1.35279826e-07,6.41667264e-02,1.30482722e-01,1.17725260e-01
1.10767675e-01,1.05952646e-07,5.50246463e-02,1.23269514e-01,1.10837160e-01
1.00840726e-01,8.83574385e-08,4.49854534e-02,1.11516703e-01,1.00882737e-01
1.00378715e-01,8.61694870e-08,4.50349769e-02,1.11316124e-01,1.00588903e-01
1.10478222e-01,9.68462418e-08,5.54861421e-02,1.23195764e-01,1.10888409e-01
1.17471352e-01,1.01236695e-07,6.45926323e-02,1.28826040e-01,1.17939013e-01
1.21159404e-01,1.03905683e-07,7.01845379e-02,1.30650062e-01,1.21628812e-01
1.22989931e-01,1.28563393e-07,7.37205242e-02,1.30514814e-01,1.23344767e-01
1.22583127e-01,1.76700864e-07,7.22243498e-02,1.36234047e-01,1.22629861e-01
1.20389915e-01,1.45636123e-07,6.84895767e-02,1.33444962e-01,1.20375189e-01
1.15215487e-01,1.11710809e-07,6.08330919e-02,1.27877001e-01,1.15144428e-01
1.00516610e-01,8.29326226e-08,4.47996854e-02,1.11641168e-01,1.00229472e-01
5.91560407e-02,3.65098386e-08,1.79316221e-02,4.44775165e-02,5.86863574e-02
5.89721831e-02,3.59200005e-08,1.80067327e-02,4.36956056e-02,5.90842139e-02
1.00771390e-01,8.03784175e-08,4.52160987e-02,1.12016307e-01,1.01269862e-01
1.15124206e-01,1.00539071e-07,6.10864639e-02,1.27084156e-01,1.15556866e-01
1.20163035e-01,1.08089916e-07,6.86415636e-02,1.29835121e-01,1.20564280e-01
1.22269323e-01,1.13456342e-07,7.25849978e-02,1.30193142e-01,1.22558005e-01
1.22836988e-01,1.47066845e-07,7.25849978e-02,1.37303643e-01,1.22803300e-01
1.20703729e-01,1.27773727e-07,6.86415636e-02,1.33926736e-01,1.20578597e-01
1.15502790e-01,1.05307772e-07,6.10864639e-02,1.27725288e-01,1.15328668e-01
1.00902240e-01,8.07197714e-08,4.52160987e-02,1.11432285e-01,1.00619114e-01
5.88788495e-02,3.59259181e-08,1.80067327e-02,4.34151511e-02,5.85832162e-02
5.90635231e-02,3.65051656e-08,1.79316221e-02,4.45473499e-02,5.93849574e-02
1.00217449e-01,8.18733415e-08,4.47996854e-02,1.12269241e-01,1.00739761e-01
1.14772509e-01,1.00615536e-07,6.08330919e-02,1.27249783e-01,1.15102763e-01
1.19868277e-01,1.02645755e-07,6.84895767e-02,1.30984780e-01,1.20147031e-01
1.22070980e-01,9.29288287e-08,7.22243498e-02,inf,1.22269617e-01
1.23558873e-01,2.05281671e-07,7.37205242e-02,1.38577051e-01,1.23465728e-01
1.21683679e-01,1.45900004e-07,7.01845379e-02,1.35099036e-01,1.21491915e-01
1.17823772e-01,1.16828485e-07,6.45926323e-02,1.30102233e-01,1.17614432e-01
1.10547552e-01,1.01181383e-07,5.54861421e-02,1.22815915e-01,1.10389099e-01
1.00210912e-01,8.78701790e-08,4.50349769e-02,1.11266054e-01,1.00238742e-01
1.00539572e-01,8.94864517e-08,4.49854534e-02,1.11508811e-01,1.00754667e-01
1.10335246e-01,1.00104691e-07,5.50246463e-02,1.22631036e-01,1.10540094e-01
1.17138660e-01,9.77933908e-08,6.41667264e-02,1.29445142e-01,1.17289692e-01
1.20572200e-01,8.30941078e-08,6.97474325e-02,1.33921461e-01,1.20714611e-01
