EDMD,SINDy,HANDI,PSE,gEDMD,WSINDy,SR3
3.00018842,2.64518563,3.00019136,2.97236272,2.68010073,3.00027480,2.64584933
3.00018843,2.64549775,3.00019038,2.97273355,2.67994456,3.00027607,2.64623811
3.00018884,2.64578681,3.00019007,2.97299786,2.68031025,3.00027873,2.64657838
3.00018973,2.64596950,3.00019129,2.97294680,2.67934348,3.00028239,2.64680308
3.00019064,2.64586008,3.00019397,2.97249552,2.67829986,3.00028496,2.64674697
3.00019082,2.64538116,3.00019640,2.97185802,2.67909799,3.00028419,2.64637311
3.00019031,2.64477017,3.00019673,2.97136726,2.68030955,3.00028069,2.64593435
3.00018936,2.64439397,3.00019523,2.97114760,2.68025380,3.00027730,2.64573553
3.00018861,2.64435569,3.00019303,2.97114390,2.68053880,3.00027566,2.64579638
3.00018839,2.64444669,3.00019124,2.97122193,2.68135320,3.00027573,2.64590865
3.00018865,2.64499919,3.00019318,2.97193991,2.67964540,3.00027457,2.64556943
3.00018851,2.64520441,3.00019194,2.97250500,2.67978012,3.00027470,2.64585624
3.00018861,2.64550260,3.00019091,2.97311450,2.68084994,3.00027658,2.64623056
3.00018947,2.64586519,3.00019149,2.97333469,2.68048292,3.00028073,2.64665915
3.00019064,2.64601089,3.00019452,2.97282112,2.68042140,3.00028472,2.64685945
3.00019100,2.64554836,3.00019764,2.97204709,2.68119004,3.00028369,2.64650608
3.00019002,2.64476660,3.00019719,2.97159145,2.68234332,3.00027910,2.64594283
3.00018897,2.64437784,3.00019437,2.97142791,inf,3.00027595,2.64576183
3.00018848,2.64446640,3.00019182,2.97140895,inf,3.00027564,2.64591604
3.00018841,2.64468092,3.00019029,2.97140053,2.68074334,3.00027689,2.64608110
3.00018943,2.64481121,3.00019540,2.97154123,2.67966429,3.00027638,2.64519118
3.00018902,2.64488725,3.00019452,2.97223080,2.68094329,3.00027498,2.64533842
3.00018872,2.64506976,3.00019325,2.97326614,2.68168488,3.00027477,2.64561868
3.00018914,2.64551360,3.00019277,2.97396289,2.68217371,3.00027799,2.64619722
3.00019080,2.64612210,3.00019617,2.97340670,2.68247495,3.00028409,2.64691743
3.00019112,2.64579137,3.00019998,2.97274504,2.68337130,3.00028279,2.64670945
3.00018963,2.64474807,3.00019736,2.97235126,2.68409792,3.00027698,2.64596073
3.00018869,2.64443357,3.00019313,2.97199337,2.68373325,3.00027570,2.64586144
3.00018860,2.64468689,3.00019083,2.97173867,inf,3.00027734,2.64608773
3.00018883,2.64495324,3.00019003,2.97152478,inf,3.00027934,2.64620111
3.00019040,2.64484677,3.00019690,2.97125129,2.68043946,3.00028001,2.64497669
3.00019010,2.64487025,3.00019736,2.97193100,2.68125098,3.00027830,2.64501763
3.00018969,2.64493121,3.00019752,2.97340540,2.68257150,3.00027606,2.64513361
3.00018941,2.64522719,3.00019754,2.97524346,2.68542170,3.00027506,2.64560267
3.00019126,2.64650186,3.00020159,2.97573622,2.68985865,3.00028207,2.64713959
3.00019166,2.64628077,3.00020623,2.97588971,2.69224638,3.00028057,2.64715548
3.00018939,2.64478768,3.00019743,2.97390054,2.68751279,3.00027594,2.64610712
3.00018913,2.64471989,3.00019272,2.97258446,2.68428326,3.00027865,2.64613005
3.00018947,2.64503160,3.00019149,2.97190971,inf,3.00028116,2.64624193
3.00018974,2.64520126,3.00019132,2.97149293,inf,3.00028266,2.64616233
3.00019091,2.64509397,3.00019655,2.97116253,2.68055266,3.00028393,2.64496689
3.00019110,2.64519212,3.00019779,2.97168907,2.68115394,3.00028337,2.64501295
3.00019120,2.64536492,3.00020013,2.97315206,2.68294094,3.00028238,2.64513775
3.00019172,2.64587097,3.00020638,2.97712142,2.69050015,3.00028000,2.64565829
3.00019402,2.64893054,3.00022535,2.98556974,2.71267189,3.00027704,2.64900560
3.00019401,2.64862960,3.00022529,2.98565532,2.71153615,3.00027764,2.64966361
3.00019127,2.64565117,3.00020161,2.97566760,2.69050248,3.00028234,2.64685703
3.00019082,2.64530525,3.00019624,2.97268875,2.68376617,3.00028414,2.64636331
3.00019065,2.64530838,3.00019461,2.97175250,2.68184439,3.00028467,2.64608373
3.00019065,2.64527243,3.00019406,2.97130389,inf,3.00028484,2.64581253
3.00019071,2.64530216,3.00019406,2.97130389,2.68067799,3.00028517,2.64496463
3.00019071,2.64536162,3.00019461,2.97175250,2.68127543,3.00028500,2.64494041
3.00019086,2.64539454,3.00019624,2.97268875,2.68306919,3.00028446,2.64487942
3.00019129,2.64575972,3.00020161,2.97566760,2.69016428,3.00028259,2.64515503
3.00019401,2.64867193,3.00022529,2.98565532,2.71197319,3.00027747,2.64821755
3.00019400,2.64892641,3.00022535,2.98556974,2.71305214,3.00027766,2.64831128
3.00019166,2.64587044,3.00020638,2.97712142,2.68939087,3.00028004,2.64589560
3.00019114,2.64535578,3.00020013,2.97315206,2.68248073,3.00028227,2.64560118
3.00019103,2.64518572,3.00019779,2.97168907,2.68096383,3.00028320,2.64536235
3.00019084,2.64509328,3.00019655,2.97116253,inf,3.00028373,2.64517891
3.00018977,2.64528046,3.00019132,2.97149293,2.68117391,3.00028294,2.64479856
3.00018948,2.64515193,3.00019149,2.97190971,2.68175139,3.00028138,2.64459376
3.00018913,2.64488444,3.00019272,2.97258446,2.68299578,3.00027871,2.64424877
3.00018938,2.64493645,3.00019743,2.97390054,2.68589735,3.00027575,2.64427364
3.00019172,2.64631987,3.00020623,2.97588971,2.69111230,3.00028054,2.64580238
3.00019127,2.64648161,3.00020159,2.97573622,2.69063907,3.00028303,2.64604259
3.00018935,2.64520997,3.00019754,2.97524346,2.68496006,3.00027581,2.64476199
3.00018961,2.64492243,3.00019752,2.97340540,2.68190265,3.00027646,2.64459941
3.00019002,2.64486389,3.00019736,2.97193100,2.68083102,3.00027848,2.64459731
3.00019032,2.64484317,3.00019690,2.97125129,inf,3.00028007,2.64459505
3.00018883,2.64508181,3.00019003,2.97152478,2.68185098,3.00027945,2.64451051
