EDMD,SINDy,HANDI,PSE,gEDMD,SR3
1.00000000,0.70854271,1.00000000,1.00000000,0.68844221,0.68341709
1.00000000,0.78391960,1.00000000,1.00000000,0.59798995,0.76381910
1.00000000,0.21105528,1.00000000,1.00000000,0.14070352,0.19095477
1.00000000,0.22613065,1.00000000,1.00000000,0.42211055,0.23115578
1.00000000,0.28643216,1.00000000,1.00000000,0.64824121,0.28643216
1.00000000,0.31658291,1.00000000,1.00000000,0.72361809,0.31658291
1.00000000,0.20603015,1.00000000,1.00000000,0.01005025,0.20603015
1.00000000,0.17587940,1.00000000,1.00000000,0.11055276,0.17587940
1.00000000,0.11557789,1.00000000,1.00000000,0.15075377,0.11055276
1.00000000,0.14070352,1.00000000,1.00000000,0.02512563,0.16080402
1.00000000,0.77889447,1.00000000,1.00000000,0.62814070,0.79899497
1.00000000,0.81407035,1.00000000,1.00000000,0.68844221,0.82914573
1.00000000,0.61306533,1.00000000,1.00000000,0.72361809,0.61306533
1.00000000,0.53768844,1.00000000,1.00000000,0.72361809,0.53266332
1.00000000,0.53266332,1.00000000,1.00000000,0.72361809,0.52763819
1.00000000,0.52261307,1.00000000,1.00000000,0.72361809,0.51758794
1.00000000,0.09045226,1.00000000,1.00000000,inf,0.10050251
1.00000000,0.09045226,1.00000000,1.00000000,0.04020101,0.10050251
1.00000000,0.18592965,1.00000000,1.00000000,0.08040201,0.20603015
1.00000000,0.45226131,1.00000000,1.00000000,0.32663317,0.47236181
1.00000000,0.71859296,1.00000000,1.00000000,0.76381910,0.70351759
1.00000000,0.38693467,1.00000000,1.00000000,0.38693467,0.39195980
1.00000000,0.53266332,1.00000000,1.00000000,0.46733668,0.56783920
1.00000000,0.80402010,1.00000000,1.00000000,0.68341709,0.83417085
1.00000000,0.81407035,1.00000000,1.00000000,0.72361809,0.82914573
1.00000000,0.80904523,1.00000000,1.00000000,inf,0.81407035
1.00000000,0.15577889,1.00000000,1.00000000,inf,0.17085427
1.00000000,0.23115578,1.00000000,1.00000000,0.14572864,0.25125628
1.00000000,0.37688442,1.00000000,1.00000000,0.25628141,0.39698492
1.00000000,0.70854271,1.00000000,1.00000000,0.53768844,0.72864322
1.00000000,0.65326633,1.00000000,1.00000000,0.75879397,0.62814070
1.00000000,0.38693467,1.00000000,1.00000000,0.51758794,0.39195980
1.00000000,0.38693467,1.00000000,1.00000000,0.39195980,0.39698492
1.00000000,0.46231156,1.00000000,1.00000000,0.41708543,0.49748744
1.00000000,0.61306533,1.00000000,1.00000000,inf,0.64824121
1.00000000,0.70854271,1.00000000,1.00000000,inf,0.73869347
1.00000000,0.26130653,1.00000000,1.00000000,inf,0.28140704
1.00000000,0.35678392,1.00000000,1.00000000,inf,0.37688442
1.00000000,0.51758794,1.00000000,1.00000000,0.38693467,0.53768844
1.00000000,0.83417085,1.00000000,1.00000000,0.61306533,0.84924623
1.00000000,0.64824121,1.00000000,1.00000000,0.75879397,0.61809045
1.00000000,0.41708543,1.00000000,1.00000000,0.60301508,0.39195980
1.00000000,0.38693467,1.00000000,1.00000000,0.38693467,0.39195980
1.00000000,0.38693467,1.00000000,1.00000000,0.39195980,0.39195980
1.00000000,0.43718593,1.00000000,1.00000000,inf,0.47738693
1.00000000,0.54271357,1.00000000,1.00000000,inf,0.57788945
1.00000000,0.37185930,1.00000000,1.00000000,inf,0.39195980
1.00000000,0.45728643,1.00000000,1.00000000,0.52763819,0.47236181
1.00000000,0.61306533,1.00000000,1.00000000,0.46733668,0.62814070
1.00000000,0.84422111,1.00000000,1.00000000,0.65829146,0.84924623
1.00000000,0.64321608,1.00000000,1.00000000,0.75879397,0.61306533
1.00000000,0.44723618,1.00000000,1.00000000,0.57788945,0.41206030
1.00000000,0.38190955,1.00000000,1.00000000,0.39195980,0.39195980
1.00000000,0.38190955,1.00000000,1.00000000,inf,0.39698492
1.00000000,0.38693467,1.00000000,1.00000000,inf,0.39195980
1.00000000,0.43718593,1.00000000,1.00000000,inf,0.47738693
