EDMD,SINDy,HANDI,PSE,gEDMD,SR3
1.00000000,0.61809045,1.00000000,1.00000000,inf,0.63819095
1.00000000,0.62311558,1.00000000,1.00000000,inf,0.64321608
1.00000000,0.62311558,1.00000000,1.00000000,inf,0.63819095
1.00000000,0.57286432,1.00000000,1.00000000,0.51758794,0.57286432
1.00000000,0.49748744,1.00000000,1.00000000,0.61809045,0.49246231
1.00000000,0.39698492,1.00000000,1.00000000,0.48743719,0.42713568
1.00000000,0.40201005,1.00000000,1.00000000,0.39698492,0.43216080
1.00000000,0.47738693,1.00000000,1.00000000,inf,0.50753769
1.00000000,0.52261307,1.00000000,1.00000000,inf,0.55778894
1.00000000,0.56783920,1.00000000,1.00000000,inf,0.58291457
1.00000000,0.57788945,1.00000000,1.00000000,inf,0.60301508
1.00000000,0.61809045,1.00000000,1.00000000,inf,0.63819095
1.00000000,0.62311558,1.00000000,1.00000000,inf,0.63819095
1.00000000,0.61809045,1.00000000,1.00000000,0.59296482,0.61809045
1.00000000,0.53768844,1.00000000,1.00000000,0.60804020,0.53266332
1.00000000,0.42713568,1.00000000,1.00000000,0.47236181,0.42713568
1.00000000,0.41206030,1.00000000,1.00000000,0.39698492,0.44723618
1.00000000,0.49748744,1.00000000,1.00000000,inf,0.53768844
1.00000000,0.56281407,1.00000000,1.00000000,inf,0.58291457
1.00000000,0.58793970,1.00000000,1.00000000,inf,0.58291457
1.00000000,0.51758794,1.00000000,1.00000000,inf,0.54773869
1.00000000,0.54773869,1.00000000,1.00000000,0.43216080,0.57286432
1.00000000,0.58793970,1.00000000,1.00000000,0.50753769,0.61809045
1.00000000,0.62311558,1.00000000,1.00000000,0.58291457,0.64321608
1.00000000,0.60301508,1.00000000,1.00000000,0.61809045,0.59798995
1.00000000,0.45226131,1.00000000,1.00000000,0.48241206,0.44723618
1.00000000,0.43216080,1.00000000,1.00000000,0.39698492,0.46733668
1.00000000,0.54271357,1.00000000,1.00000000,0.46733668,0.57788945
1.00000000,0.58793970,1.00000000,1.00000000,inf,0.57788945
1.00000000,0.58793970,1.00000000,1.00000000,inf,0.57788945
1.00000000,0.44221106,1.00000000,1.00000000,0.41708543,0.47236181
1.00000000,0.44723618,1.00000000,1.00000000,0.41206030,0.48241206
1.00000000,0.46733668,1.00000000,1.00000000,0.41708543,0.50251256
1.00000000,0.52261307,1.00000000,1.00000000,0.46231156,0.55276382
1.00000000,0.61809045,1.00000000,1.00000000,0.58793970,0.63819095
1.00000000,0.47236181,1.00000000,1.00000000,0.50753769,0.46733668
1.00000000,0.47738693,1.00000000,1.00000000,0.42211055,0.51256281
1.00000000,0.58793970,1.00000000,1.00000000,0.49246231,0.58291457
1.00000000,0.57286432,1.00000000,1.00000000,0.49246231,0.56783920
1.00000000,0.52763819,1.00000000,1.00000000,0.48743719,0.52261307
1.00000000,0.42713568,1.00000000,1.00000000,0.46231156,0.44723618
1.00000000,0.42713568,1.00000000,1.00000000,0.46733668,0.44221106
1.00000000,0.43216080,1.00000000,1.00000000,0.48241206,0.44221106
1.00000000,0.44221106,1.00000000,1.00000000,0.50753769,0.45728643
1.00000000,0.43216080,1.00000000,1.00000000,0.45728643,0.44221106
1.00000000,0.41708543,1.00000000,1.00000000,0.47236181,0.42713568
1.00000000,0.58793970,1.00000000,1.00000000,0.49246231,0.57788945
1.00000000,0.54271357,1.00000000,1.00000000,0.48743719,0.53768844
1.00000000,0.48241206,1.00000000,1.00000000,0.44723618,0.47738693
1.00000000,0.44723618,1.00000000,1.00000000,0.42713568,0.44221106
1.00000000,0.48241206,1.00000000,1.00000000,0.56783920,0.48743719
1.00000000,0.52261307,1.00000000,1.00000000,0.57788945,0.52763819
1.00000000,0.58291457,1.00000000,1.00000000,0.62814070,0.58793970
1.00000000,0.62814070,1.00000000,1.00000000,0.57788945,0.62311558
1.00000000,0.43216080,1.00000000,1.00000000,0.38693467,0.39698492
1.00000000,0.40201005,1.00000000,1.00000000,0.34170854,0.38693467
1.00000000,0.40703518,1.00000000,1.00000000,0.38693467,0.40201005
1.00000000,0.40201005,1.00000000,1.00000000,0.35678392,0.38693467
1.00000000,0.39195980,1.00000000,1.00000000,0.32160804,0.38693467
1.00000000,0.39195980,1.00000000,1.00000000,0.32663317,0.38693467
1.00000000,0.56281407,1.00000000,1.00000000,0.63819095,0.56783920
1.00000000,0.60804020,1.00000000,1.00000000,0.63819095,0.61306533
1.00000000,0.62814070,1.00000000,1.00000000,0.59296482,0.62311558
1.00000000,0.51256281,1.00000000,1.00000000,0.45728643,0.52763819
1.00000000,0.46733668,1.00000000,1.00000000,0.43216080,0.41708543
1.00000000,0.58793970,1.00000000,1.00000000,0.48743719,0.56281407
1.00000000,0.49748744,1.00000000,1.00000000,0.36180905,0.48241206
1.00000000,0.43216080,1.00000000,1.00000000,0.33165829,0.42713568
1.00000000,0.41708543,1.00000000,1.00000000,0.33165829,0.40201005
1.00000000,0.40703518,1.00000000,1.00000000,0.33165829,0.39698492
1.00000000,0.62311558,1.00000000,1.00000000,0.60301508,0.62311558
1.00000000,0.62311558,1.00000000,1.00000000,0.58291457,0.62814070
1.00000000,0.57788945,1.00000000,1.00000000,0.52763819,0.58793970
1.00000000,0.46733668,1.00000000,1.00000000,0.40703518,0.46733668
1.00000000,0.45226131,1.00000000,1.00000000,0.40201005,0.40703518
1.00000000,0.59296482,1.00000000,1.00000000,0.50251256,0.55276382
1.00000000,0.58793970,1.00000000,1.00000000,0.51256281,0.56783920
1.00000000,0.55778894,1.00000000,1.00000000,0.43718593,0.54271357
1.00000000,0.51758794,1.00000000,1.00000000,inf,0.50251256
1.00000000,0.48743719,1.00000000,1.00000000,inf,0.46733668
1.00000000,0.62311558,1.00000000,1.00000000,inf,0.62311558
1.00000000,0.59798995,1.00000000,1.00000000,inf,0.60804020
1.00000000,0.53768844,1.00000000,1.00000000,0.49748744,0.54773869
1.00000000,0.44221106,1.00000000,1.00000000,0.39698492,0.45226131
1.00000000,0.43216080,1.00000000,1.00000000,0.36683417,0.40703518
1.00000000,0.53768844,1.00000000,1.00000000,0.49246231,0.48743719
1.00000000,0.59296482,1.00000000,1.00000000,0.50251256,0.56281407
1.00000000,0.58291457,1.00000000,1.00000000,0.48743719,0.56281407
1.00000000,0.58291457,1.00000000,1.00000000,inf,0.56281407
1.00000000,0.54271357,1.00000000,1.00000000,inf,0.52763819
1.00000000,0.60301508,1.00000000,1.00000000,inf,0.61306533
1.00000000,0.55778894,1.00000000,1.00000000,inf,0.56281407
1.00000000,0.50753769,1.00000000,1.00000000,inf,0.51758794
1.00000000,0.43718593,1.00000000,1.00000000,0.42211055,0.44221106
1.00000000,0.42211055,1.00000000,1.00000000,0.35678392,0.40703518
1.00000000,0.49748744,1.00000000,1.00000000,0.46733668,0.44723618
1.00000000,0.57286432,1.00000000,1.00000000,0.50753769,0.52763819
1.00000000,0.58291457,1.00000000,1.00000000,0.48743719,0.56783920
1.00000000,0.58291457,1.00000000,1.00000000,inf,0.56783920
1.00000000,0.59296482,1.00000000,1.00000000,inf,0.56783920
