HANDI,ablationA,ortho
2.89230863e-05,1.14204080e-04,8.13442005e-04
1.70635662e-05,9.72043754e-05,6.18624988e-04
1.03078949e-05,8.29051848e-05,4.66506568e-04
6.87322907e-06,7.56826378e-05,4.12842565e-04
5.52857924e-06,8.40293347e-05,4.75681873e-04
5.85180147e-06,1.15632325e-04,5.99758734e-04
7.71434379e-06,1.75236887e-04,6.86356254e-04
1.09581695e-05,2.66186136e-04,6.80849756e-04
1.53216945e-05,3.97603351e-04,6.00284725e-04
2.02436364e-05,5.90901841e-04,4.86989232e-04
2.27587609e-05,7.47052009e-05,7.85904649e-04
1.27795645e-05,5.43717909e-05,6.04970066e-04
6.49440153e-06,3.40555908e-05,4.52658593e-04
3.22477734e-06,2.46964538e-05,3.89698293e-04
2.09465243e-06,2.82879386e-05,4.49470242e-04
2.31970785e-06,4.34255546e-05,5.79869193e-04
3.54334586e-06,7.25617686e-05,6.59212991e-04
5.98548122e-06,1.16767452e-04,6.36598169e-04
9.79652601e-06,1.81004110e-04,5.55280316e-04
1.45721356e-05,2.81568424e-04,4.58549971e-04
1.48300387e-05,6.90714597e-05,7.22463682e-04
7.55551357e-06,3.02896667e-05,5.62957539e-04
2.90030972e-06,8.64877035e-06,4.16394842e-04
1.21616852e-06,2.37244326e-05,3.44883417e-04
1.71313376e-06,4.31250127e-05,3.99705598e-04
2.17111569e-06,3.76852499e-05,5.45919793e-04
1.85253315e-06,3.51570002e-05,6.27658857e-04
2.70143500e-06,4.87637417e-05,5.93787437e-04
5.74009928e-06,7.54368549e-05,5.18811213e-04
1.04697894e-05,1.22726474e-04,4.38681002e-04
9.03222551e-06,8.43086615e-05,6.68288158e-04
4.01585358e-06,1.71248198e-05,5.23575089e-04
1.40706356e-06,2.41334982e-05,3.68114949e-04
3.18106899e-06,1.46647581e-04,2.66174501e-04
9.68796612e-06,2.35329136e-04,3.21590177e-04
1.10725587e-05,1.41476689e-04,4.91094952e-04
4.78521016e-06,6.25906425e-05,5.91677249e-04
1.71632179e-06,3.81563738e-05,5.52198376e-04
3.28635610e-06,3.65482159e-05,4.83980779e-04
7.82722874e-06,5.24033256e-05,4.15627445e-04
6.39491712e-06,8.84728801e-05,6.73067818e-04
2.75801005e-06,9.05809211e-06,5.39326704e-04
1.82227351e-06,7.02275969e-05,3.73045187e-04
8.31548991e-06,3.37649128e-04,2.37370368e-04
3.86524256e-05,6.81599144e-04,5.76271579e-04
4.21343477e-05,4.04122466e-04,6.21108670e-04
1.05933310e-05,1.71955731e-04,5.54998122e-04
1.90156962e-06,6.22744547e-05,4.98129016e-04
2.14453859e-06,2.56493150e-05,4.33150539e-04
6.53678620e-06,2.36399727e-05,3.76308215e-04
5.92730505e-06,7.32035384e-05,7.76317568e-04
2.86099701e-06,6.15326689e-06,6.59837871e-04
2.40196303e-06,6.21644060e-05,4.98922003e-04
9.31456477e-06,2.01223202e-04,3.58847245e-04
4.24688869e-05,3.58622092e-04,8.78380225e-04
3.99153084e-05,6.79273800e-04,8.33299459e-04
9.45614126e-06,2.79761231e-04,5.50923354e-04
1.40126722e-06,7.55303961e-05,4.24076147e-04
2.05551863e-06,1.72467598e-05,3.58165775e-04
6.70661163e-06,1.33442534e-05,3.26750493e-04
6.83463745e-06,4.72784328e-05,1.00872541e-03
3.72190534e-06,5.27547245e-06,9.01948178e-04
2.26230037e-06,2.77432047e-05,7.16907811e-04
4.14576218e-06,6.04407309e-05,4.51926496e-04
1.03126559e-05,1.12687694e-04,3.74658721e-04
9.69342358e-06,2.00435075e-04,4.57143878e-04
3.06482480e-06,1.31040095e-04,3.83372991e-04
8.77142800e-07,3.30912530e-05,3.12990079e-04
3.63079088e-06,1.04680155e-05,3.02381767e-04
9.57032758e-06,2.15314508e-05,3.24251623e-04
8.95754789e-06,2.60888065e-05,1.37714014e-03
5.72389163e-06,1.33238073e-05,1.25935691e-03
3.25593455e-06,2.23564890e-05,1.05832347e-03
1.85691601e-06,2.65154011e-05,7.83709795e-04
1.42127828e-06,3.29751068e-05,5.72897676e-04
9.93799067e-07,4.08090807e-05,4.89141171e-04
8.73560017e-07,2.28804071e-05,4.44223166e-04
3.16630691e-06,9.78470576e-06,4.28423622e-04
9.06320205e-06,3.16210909e-05,4.49811829e-04
1.83295213e-05,6.21645841e-05,4.86938206e-04
1.23220515e-05,4.03499235e-05,1.85616929e-03
9.35295257e-06,4.98937798e-05,1.70854320e-03
6.83115480e-06,5.22417717e-05,1.51685396e-03
4.83771111e-06,4.00190456e-05,1.31584979e-03
3.50517187e-06,2.51619107e-05,1.17153411e-03
3.32771682e-06,1.53763638e-05,1.09028999e-03
5.22796986e-06,1.58960802e-05,1.02373350e-03
1.04631316e-05,4.47458978e-05,9.60446601e-04
2.02441789e-05,1.02632806e-04,9.10890971e-04
3.52282461e-05,1.57045647e-04,8.69802801e-04
1.68242769e-05,1.36059518e-04,2.39812938e-03
1.44449580e-05,1.41825152e-04,2.20073297e-03
1.23922854e-05,1.20771177e-04,2.01074203e-03
1.07407698e-05,8.17850353e-05,1.86685819e-03
9.75032464e-06,4.73555385e-05,1.79635945e-03
1.01773723e-05,3.70631086e-05,1.77301995e-03
1.33037051e-05,6.63368497e-05,1.73522208e-03
2.08201133e-05,1.43437833e-04,1.64838785e-03
3.47181218e-05,2.51550377e-04,1.51942983e-03
5.68231774e-05,3.47561246e-04,1.36660047e-03
