EDMD,SINDy,HANDI,PSE,gEDMD,SR3
1.00000000,0.49748744,1.00000000,1.00000000,0.43216080,0.46733668
1.00000000,0.46733668,1.00000000,1.00000000,0.43216080,0.46733668
1.00000000,0.46733668,1.00000000,1.00000000,0.42713568,0.46733668
1.00000000,0.59296482,1.00000000,1.00000000,0.46733668,0.53768844
1.00000000,0.53768844,1.00000000,1.00000000,0.30653266,0.47738693
1.00000000,0.45226131,1.00000000,1.00000000,0.34170854,0.39698492
1.00000000,0.41206030,1.00000000,1.00000000,0.30653266,0.38693467
1.00000000,0.44723618,1.00000000,1.00000000,0.30653266,0.44723618
1.00000000,0.51758794,1.00000000,1.00000000,0.42211055,0.52261307
1.00000000,0.51758794,1.00000000,1.00000000,0.46733668,0.52261307
1.00000000,0.52261307,1.00000000,1.00000000,0.47236181,0.52261307
1.00000000,0.51758794,1.00000000,1.00000000,0.43216080,0.48241206
1.00000000,0.46733668,1.00000000,1.00000000,0.42713568,0.46733668
1.00000000,0.53768844,1.00000000,1.00000000,0.32663317,0.47738693
1.00000000,0.48743719,1.00000000,1.00000000,0.30653266,0.42713568
1.00000000,0.41206030,1.00000000,1.00000000,0.31658291,0.38693467
1.00000000,0.41206030,1.00000000,1.00000000,0.31155779,0.38190955
1.00000000,0.42713568,1.00000000,1.00000000,0.30653266,0.42211055
1.00000000,0.52261307,1.00000000,1.00000000,0.41206030,0.51758794
1.00000000,0.52261307,1.00000000,1.00000000,0.46733668,0.52261307
1.00000000,0.52261307,1.00000000,1.00000000,0.46733668,0.51758794
1.00000000,0.51758794,1.00000000,1.00000000,0.42713568,0.52261307
1.00000000,0.51758794,1.00000000,1.00000000,0.43216080,0.49246231
