EDMD,SINDy,HANDI,PSE,gEDMD,SR3
0.00014660,1.33081167,0.00024586,0.35436224,1.64596673,1.36184178
0.00021983,1.33473122,0.00012679,0.35266868,1.65042160,1.36359728
0.00033747,1.33921510,0.00000277,0.35065084,1.65551163,1.36814512
0.00044726,1.34353676,0.00007945,0.34901733,1.66041807,1.37251311
0.00051270,1.34632740,0.00007640,0.34836237,1.65038268,1.37532849
0.00053217,1.34632475,0.00001286,0.34895353,1.64055561,1.37532759
0.00051965,1.34353072,0.00014148,0.35045353,1.63742025,1.37251442
0.00048079,1.33921687,0.00026059,0.35226061,1.63254656,1.36813152
0.00041547,1.33473808,0.00034865,0.35401211,1.62751045,1.36359967
0.00032286,1.33081351,0.00040534,0.35543247,1.64595698,1.35962871
0.00028309,1.33472589,0.00022144,0.35560358,1.65042199,1.36581518
0.00034994,1.34119837,0.00009230,0.35312206,1.65776967,1.37237395
0.00046198,1.34970785,0.00006226,0.34992079,1.66740997,1.37875463
0.00055888,1.35924023,0.00018846,0.34671749,1.67627838,1.38841395
0.00059412,1.36628479,0.00021195,0.34491141,1.66301249,1.39553272
0.00058116,1.36627477,0.00011718,0.34561516,1.66301087,1.39553958
0.00055198,1.35924773,0.00002270,0.34810726,1.65508896,1.38841771
0.00050576,1.34971097,0.00014404,0.35106007,1.64434724,1.37875943
0.00043369,1.34120003,0.00023226,0.35382303,1.65776796,1.37013909
0.00033231,1.33472434,0.00029259,0.35604923,1.65041566,1.36359637
0.00040296,1.33341318,0.00017543,0.35740381,1.65551146,1.37037150
0.00045057,1.34882316,0.00004562,0.35422719,1.66742148,1.38099885
0.00054889,1.36626925,0.00013502,0.34930085,1.68623673,1.39779510
0.00063710,1.39012719,0.00032176,0.34265745,1.69542995,1.41967090
0.00064831,1.41281919,0.00039347,0.33718072,1.71540132,1.44265088
0.00061863,1.41282995,0.00028739,0.33790563,1.71539995,1.44266333
0.00060175,1.39012536,0.00013348,0.34320615,1.68984393,1.41967637
0.00056178,1.36628591,0.00000532,0.34898205,1.66301305,1.39553478
0.00048712,1.34948026,0.00009428,0.35356335,1.66740309,1.37876126
0.00038069,1.32972087,0.00016792,0.35672873,1.55374782,1.36367194
0.00051712,1.33773140,0.00011158,0.35930248,1.66040941,1.37474365
0.00053672,1.35338553,0.00001162,0.35572297,1.67824561,1.39066898
0.00060628,1.38420167,0.00020115,0.34900524,1.71330433,1.42195868
0.00067910,1.45465020,0.00044861,0.33539573,1.78710423,1.48784205
0.00065788,1.56189390,0.00060113,0.31454731,1.88315294,1.59355437
0.00063007,1.56188901,0.00046839,0.31467489,1.88313784,1.59355750
0.00066202,1.45514821,0.00031761,0.33292623,1.76301954,1.48548652
0.00062141,1.38873683,0.00016219,0.34623878,1.67338475,1.41959502
0.00054185,1.33474647,0.00003052,0.35362011,1.57781613,1.37174394
0.00043620,1.30598678,0.00006563,0.35774520,1.56064395,1.33281625
0.00062325,1.34050293,0.00004858,0.36001536,1.66357981,1.37757378
0.00061646,1.36041132,0.00006928,0.35600755,1.68621973,1.39779373
0.00064599,1.40684936,0.00024945,0.34764844,1.73907547,1.44495876
0.00065825,1.55553707,0.00048936,0.32405201,1.90829420,1.59599369
0.00044752,2.36549816,0.00056884,0.22460011,2.82991898,2.41877894
0.00045539,2.37386980,0.00040441,0.21999344,2.79685572,2.41557026
0.00065172,1.55926302,0.00045856,0.31939067,1.88197649,1.59274004
0.00062682,1.37417886,0.00025607,0.34520475,1.63634572,1.39584586
0.00055866,1.32837220,0.00009006,0.35462813,1.58549280,1.30573932
0.00046984,1.30873331,0.00002313,0.35911535,1.56369520,1.28413930
0.00070653,1.34050346,0.00002313,0.35911535,1.66356794,1.37757301
0.00068296,1.36041387,0.00009006,0.35462813,1.68623604,1.39779122
0.00068930,1.40684687,0.00025607,0.34520475,1.73906433,1.44495467
0.00068056,1.57934748,0.00045856,0.31939067,1.90829623,1.59600763
0.00045904,2.39684276,0.00040441,0.21999344,2.74668446,2.33900219
0.00043683,2.31981780,0.00056884,0.22460011,2.68635372,2.28444713
0.00062347,1.52084861,0.00048936,0.32405201,1.79922654,1.49398222
0.00060453,1.37417891,0.00024945,0.34764844,1.63636626,1.34888080
0.00055350,1.32837224,0.00006928,0.35600755,1.58550436,1.30356654
