SINDy,HANDI,PSE,gEDMD,SR3
1.09858872e-01,1.20863772e-05,5.55119018e-02,1.28404202e-01,1.09544626e-01
1.08927837e-01,1.38968148e-05,5.43686135e-02,1.27452940e-01,1.08601561e-01
1.08161348e-01,1.21960875e-05,5.34719776e-02,1.26074685e-01,1.07833179e-01
1.07591958e-01,8.32704122e-06,5.28872346e-02,1.24539568e-01,1.07255530e-01
1.07400177e-01,4.70648379e-06,5.27786251e-02,1.27108168e-01,1.07043325e-01
1.07515955e-01,2.64073004e-06,5.32350360e-02,1.24386086e-01,1.07118652e-01
1.07741461e-01,2.08171547e-06,5.41601392e-02,1.24737251e-01,1.07376500e-01
1.08387517e-01,2.80548049e-06,5.53197315e-02,1.27062724e-01,1.08153013e-01
1.09479955e-01,5.62028003e-06,5.65207929e-02,1.28878190e-01,1.09361787e-01
1.10661646e-01,1.31773934e-05,5.77745994e-02,1.18846384e-01,1.10580059e-01
1.08656357e-01,4.91971414e-06,5.37954891e-02,1.26870943e-01,1.08318950e-01
1.07329146e-01,5.65436066e-06,5.23931102e-02,1.25827904e-01,1.06994333e-01
1.05893419e-01,4.95341449e-06,5.08271431e-02,1.24064773e-01,1.05560312e-01
1.04598486e-01,3.34663921e-06,4.94401559e-02,1.23889099e-01,1.04258252e-01
1.03924146e-01,1.98707138e-06,4.87572520e-02,1.21246401e-01,1.03571083e-01
1.04119384e-01,1.41168266e-06,4.92410631e-02,1.20282856e-01,1.03723724e-01
1.05008876e-01,1.63528567e-06,5.07827822e-02,1.22178424e-01,1.04658847e-01
1.06446696e-01,3.01522186e-06,5.27618508e-02,1.26652266e-01,1.06251156e-01
1.08102375e-01,7.00440007e-06,5.46532855e-02,1.17583147e-01,1.08019721e-01
1.09630436e-01,1.68232399e-05,5.63021611e-02,1.15788890e-01,1.09588923e-01
1.07609301e-01,2.58016704e-06,5.24231111e-02,1.24616337e-01,1.07268999e-01
1.05662912e-01,2.50004720e-06,5.03019232e-02,1.23433955e-01,1.05323758e-01
1.03102585e-01,1.98415105e-06,4.74774375e-02,1.20649287e-01,1.02763288e-01
1.00251342e-01,1.22143660e-06,4.43550557e-02,1.17536086e-01,9.98976924e-02
9.81537855e-02,7.04148529e-07,4.21782699e-02,1.14798811e-01,9.78016149e-02
9.81668431e-02,6.23358850e-07,4.26998229e-02,1.14283028e-01,9.77893281e-02
1.00720219e-01,1.03036676e-06,4.58163935e-02,1.17911945e-01,1.00421603e-01
1.03862482e-01,2.41357937e-06,4.95080407e-02,1.21638272e-01,1.03718348e-01
1.06573779e-01,6.22857218e-06,5.25484693e-02,1.13122033e-01,1.06517186e-01
1.08756148e-01,1.55795114e-05,5.48391660e-02,1.10660893e-01,1.08721944e-01
1.07124677e-01,2.23085135e-06,5.15392131e-02,1.23290662e-01,1.06804159e-01
1.04398962e-01,1.50572969e-06,4.85385529e-02,1.20669809e-01,1.04066478e-01
1.00046669e-01,9.04715469e-07,4.38766531e-02,1.16611226e-01,9.97010357e-02
9.37894262e-02,4.04008502e-07,3.73605212e-02,1.10254577e-01,9.34061794e-02
8.73223358e-02,1.52774562e-07,3.10190044e-02,1.02771428e-01,8.69648656e-02
8.67158271e-02,1.62919225e-07,3.15182287e-02,1.02108610e-01,8.64098438e-02
9.45081850e-02,4.65565645e-07,3.88659460e-02,1.11439991e-01,9.43123875e-02
1.00861964e-01,1.44383013e-06,4.57705670e-02,1.18197924e-01,1.00773469e-01
1.05098001e-01,4.15594453e-06,5.03974202e-02,1.21336963e-01,1.05064670e-01
1.08012271e-01,1.09839277e-05,5.34103848e-02,1.23559968e-01,1.07992569e-01
1.07263080e-01,3.30406171e-06,5.14503120e-02,1.22711616e-01,1.06939004e-01
1.03968979e-01,1.50368292e-06,4.78513788e-02,1.19276801e-01,1.03627251e-01
9.81240893e-02,6.11582597e-07,4.16275525e-02,1.13750450e-01,9.77746752e-02
8.65797790e-02,1.49875624e-07,3.07208194e-02,1.02111514e-01,8.62044983e-02
6.63693024e-02,5.18091795e-09,1.37284084e-02,7.50946111e-02,6.61712908e-02
6.66141218e-02,7.66394802e-09,1.39453694e-02,7.48723579e-02,6.65534337e-02
8.78415144e-02,1.69625746e-07,3.15218462e-02,1.03564268e-01,8.77573984e-02
9.85847651e-02,7.79034047e-07,4.25051957e-02,1.15448102e-01,9.85371030e-02
1.04229150e-01,2.35633341e-06,4.86152091e-02,1.20101251e-01,1.04217882e-01
1.07609881e-01,6.24807003e-06,5.21768297e-02,1.22787117e-01,1.07613222e-01
1.07454003e-01,6.24807003e-06,5.21768297e-02,1.23229077e-01,1.07069622e-01
1.04052122e-01,2.35633341e-06,4.86152091e-02,1.19552785e-01,1.03659313e-01
9.83766813e-02,7.79034047e-07,4.25051957e-02,1.13977831e-01,9.79931783e-02
8.76078106e-02,1.69625746e-07,3.15218462e-02,1.03071777e-01,8.72982970e-02
6.65125152e-02,7.66394802e-09,1.39453694e-02,7.52330156e-02,6.64120013e-02
6.65635386e-02,5.18091795e-09,1.37284084e-02,7.48059167e-02,6.67234543e-02
8.68374066e-02,1.49875624e-07,3.07208194e-02,1.02949563e-01,8.68616612e-02
9.83591747e-02,6.11582597e-07,4.16275525e-02,1.14991722e-01,9.83400734e-02
1.04163507e-01,1.50368292e-06,4.78513788e-02,1.20298885e-01,1.04162437e-01
1.07440557e-01,3.30406171e-06,5.14503120e-02,1.23142630e-01,1.07452460e-01
1.07809459e-01,1.09839277e-05,5.34103848e-02,1.24276813e-01,1.07383994e-01
1.04849815e-01,4.15594453e-06,5.03974202e-02,1.20997952e-01,1.04437968e-01
1.00551310e-01,1.44383013e-06,4.57705670e-02,1.16652891e-01,1.00165588e-01
9.41731594e-02,4.65565646e-07,3.88659460e-02,1.10506492e-01,9.38475564e-02
8.65775105e-02,1.62919225e-07,3.15182287e-02,1.02508095e-01,8.64685277e-02
8.72545977e-02,1.52774562e-07,3.10190044e-02,1.03127899e-01,8.73497543e-02
9.38414511e-02,4.04008502e-07,3.73605212e-02,1.10822274e-01,9.39036210e-02
1.00228475e-01,9.04715468e-07,4.38766531e-02,1.17284026e-01,1.00239217e-01
1.04600421e-01,1.50572969e-06,4.85385529e-02,1.21758958e-01,1.04598646e-01
1.07334931e-01,2.23085135e-06,5.15392131e-02,1.24453847e-01,1.07334516e-01
1.08469017e-01,1.55795114e-05,5.48391660e-02,1.25782439e-01,1.08041478e-01
1.06218408e-01,6.22857218e-06,5.25484693e-02,1.22679453e-01,1.05817067e-01
1.03440156e-01,2.41357937e-06,4.95080407e-02,1.19670972e-01,1.03056665e-01
1.00266062e-01,1.03036676e-06,4.58163935e-02,1.16459821e-01,9.99219239e-02
9.77998420e-02,6.23358850e-07,4.26998229e-02,1.13744089e-01,9.76920556e-02
9.79034582e-02,7.04148529e-07,4.21782699e-02,1.14060058e-01,9.79274710e-02
1.00102497e-01,1.22143660e-06,4.43550557e-02,1.16602833e-01,1.00132298e-01
1.03089262e-01,1.98415105e-06,4.74774375e-02,1.19840376e-01,1.03117222e-01
1.05743004e-01,2.50004720e-06,5.03019232e-02,1.24153621e-01,1.05758382e-01
1.07753104e-01,2.58016704e-06,5.24231111e-02,1.26870109e-01,1.07755838e-01
1.09287013e-01,1.68232399e-05,5.63021611e-02,1.28067142e-01,1.08875884e-01
1.07681662e-01,7.00440007e-06,5.46532855e-02,1.25927920e-01,1.07293190e-01
1.05980683e-01,3.01522186e-06,5.27618508e-02,1.22158129e-01,1.05590155e-01
1.04505107e-01,1.63528567e-06,5.07827822e-02,1.20351816e-01,1.04154413e-01
1.03648023e-01,1.41168266e-06,4.92410631e-02,1.18996465e-01,1.03491823e-01
1.03569114e-01,1.98707138e-06,4.87572520e-02,1.19120730e-01,1.03542195e-01
1.04347043e-01,3.34663921e-06,4.94401559e-02,1.20450752e-01,1.04350668e-01
1.05750984e-01,4.95341449e-06,5.08271431e-02,1.22283883e-01,1.05766661e-01
1.07280127e-01,5.65436066e-06,5.23931102e-02,1.27861888e-01,1.07297156e-01
1.08690703e-01,4.91971414e-06,5.37954891e-02,1.28746071e-01,1.08699395e-01
1.10473786e-01,1.31773934e-05,5.77745994e-02,1.28640579e-01,1.09992317e-01
1.09025305e-01,5.62028003e-06,5.65207929e-02,1.26680741e-01,1.08634259e-01
1.07900566e-01,2.80548049e-06,5.53197315e-02,1.23830757e-01,1.07495461e-01
1.07215707e-01,2.08171547e-06,5.41601392e-02,1.22753580e-01,1.06851080e-01
1.06993799e-01,2.64073004e-06,5.32350360e-02,1.22067831e-01,1.06794990e-01
1.06981836e-01,4.70648379e-06,5.27786251e-02,1.22366140e-01,1.06915155e-01
1.07282051e-01,8.32704122e-06,5.28872346e-02,1.23429531e-01,1.07261684e-01
1.07944774e-01,1.21960875e-05,5.34719776e-02,1.25961604e-01,1.07942427e-01
1.08775958e-01,1.38968148e-05,5.43686135e-02,1.29672177e-01,1.08782099e-01
1.09749910e-01,1.20863772e-05,5.55119018e-02,1.30267011e-01,1.09761037e-01
