SINDy,HANDI,PSE,gEDMD,SR3
1.56663905e-01,9.99907218e-01,5.73860631e-01,1.42999295e-02,1.59076230e-01
1.63811037e-01,9.99893321e-01,5.82637130e-01,2.16023317e-02,1.66315707e-01
1.69695018e-01,9.99906376e-01,5.89520192e-01,3.21825588e-02,1.72214222e-01
1.74065961e-01,9.99936077e-01,5.94008995e-01,4.39669481e-02,1.76648571e-01
1.75538177e-01,9.99963870e-01,5.94842740e-01,2.42489874e-02,1.78277570e-01
1.74649401e-01,9.99979728e-01,5.91339083e-01,4.51451613e-02,1.77699320e-01
1.72918298e-01,9.99984020e-01,5.84237491e-01,4.24494269e-02,1.75719936e-01
1.67958822e-01,9.99978464e-01,5.75335834e-01,2.45978343e-02,1.69759004e-01
1.59572682e-01,9.99956856e-01,5.66115837e-01,1.06613360e-02,1.60479798e-01
1.50501377e-01,9.99898843e-01,5.56490941e-01,8.76709064e-02,1.51127686e-01
1.65895063e-01,9.99962234e-01,5.87036743e-01,2.60700518e-02,1.68485177e-01
1.76083452e-01,9.99956594e-01,5.97802161e-01,3.40769812e-02,1.78653657e-01
1.87104870e-01,9.99961975e-01,6.09823371e-01,4.76117312e-02,1.89661978e-01
1.97045474e-01,9.99974309e-01,6.20470635e-01,4.89602967e-02,1.99657294e-01
2.02222068e-01,9.99984746e-01,6.25712974e-01,6.92470745e-02,2.04932372e-01
2.00723317e-01,9.99989163e-01,6.21998979e-01,7.66437716e-02,2.03760621e-01
1.93895101e-01,9.99987447e-01,6.10163909e-01,6.20923623e-02,1.96582107e-01
1.82857616e-01,9.99976854e-01,5.94971509e-01,2.77487352e-02,1.84358687e-01
1.70147728e-01,9.99946230e-01,5.80451834e-01,9.73681989e-02,1.70782220e-01
1.58417506e-01,9.99870856e-01,5.67794173e-01,1.11141886e-01,1.58736184e-01
1.73932833e-01,9.99980193e-01,5.97571858e-01,4.33776234e-02,1.76545174e-01
1.88874365e-01,9.99980808e-01,6.13855243e-01,5.24542336e-02,1.91477890e-01
2.08528819e-01,9.99984769e-01,6.35537523e-01,7.38308444e-02,2.11133448e-01
2.30416503e-01,9.99990624e-01,6.59506613e-01,9.77294595e-02,2.33131306e-01
2.46518479e-01,9.99994595e-01,6.76216798e-01,1.18742267e-01,2.49221930e-01
2.46418241e-01,9.99995215e-01,6.72213075e-01,1.22701694e-01,2.49316250e-01
2.26817146e-01,9.99992090e-01,6.48288594e-01,9.48441676e-02,2.29109484e-01
2.02695442e-01,9.99981472e-01,6.19949515e-01,6.62388608e-02,2.03801885e-01
1.81882053e-01,9.99952186e-01,5.96609541e-01,1.31614121e-01,1.82316496e-01
1.65129009e-01,9.99880403e-01,5.79024915e-01,1.50507161e-01,1.65391580e-01
1.77653068e-01,9.99982875e-01,6.04357137e-01,5.35542244e-02,1.80113532e-01
1.98577129e-01,9.99988441e-01,6.27391827e-01,7.36733076e-02,2.01129458e-01
2.31987683e-01,9.99993055e-01,6.63179090e-01,1.04829190e-01,2.34640950e-01
2.80021660e-01,9.99996899e-01,7.13200441e-01,1.53626260e-01,2.82963670e-01
3.29666542e-01,9.99998827e-01,7.61881353e-01,2.11070962e-01,3.32410677e-01
3.34322431e-01,9.99998749e-01,7.58049037e-01,2.16159109e-01,3.36671324e-01
2.74504079e-01,9.99996426e-01,7.01643987e-01,1.44526383e-01,2.76007126e-01
2.25729037e-01,9.99988916e-01,6.48640383e-01,9.26488387e-02,2.26408371e-01
1.93210924e-01,9.99968097e-01,6.13122157e-01,6.85518783e-02,1.93466796e-01
