EDMD,SINDy,HANDI,PSE,gEDMD,wSINDy,SR3
inf,inf,1.00478469,inf,0.21148325,inf,inf
inf,inf,0.99047619,inf,0.26904762,inf,inf
inf,inf,1.00000000,inf,0.21375661,inf,inf
inf,inf,0.99047619,inf,0.20606061,inf,inf
inf,inf,0.99047619,inf,0.19826840,inf,inf
inf,inf,1.00961538,inf,0.21474359,inf,inf
inf,inf,1.00961538,inf,0.21688034,inf,inf
inf,inf,1.00961538,inf,0.21346154,inf,inf
inf,inf,1.00000000,inf,0.20432900,inf,inf
inf,inf,0.99047619,inf,0.20346320,inf,inf
inf,inf,1.00000000,inf,0.19834711,inf,inf
inf,inf,1.00000000,inf,0.20965637,inf,inf
inf,inf,0.99047619,inf,0.21481481,inf,inf
1.29807692,inf,1.00961538,inf,0.21688034,inf,inf
1.28571429,inf,1.00000000,inf,0.20000000,0.67619048,inf
inf,inf,1.00961538,inf,0.20716783,0.68269231,inf
inf,inf,1.00961538,inf,0.19711538,inf,inf
inf,inf,1.00961538,inf,0.20541958,inf,inf
inf,inf,0.99047619,inf,0.19238095,inf,inf
inf,inf,1.00000000,inf,0.20519481,inf,inf
inf,inf,1.00000000,inf,0.20617660,inf,inf
inf,inf,1.00000000,inf,0.20008699,inf,inf
1.17703349,inf,1.00000000,inf,0.20956938,0.67623604,inf
1.17142857,inf,1.00000000,inf,0.19653680,0.66984127,inf
1.17142857,inf,1.00000000,inf,0.20666667,0.66666667,inf
1.18269231,inf,1.00000000,inf,0.20454545,0.67307692,inf
1.27619048,inf,1.00000000,inf,0.19238095,0.67142857,inf
inf,inf,0.99047619,inf,0.24761905,0.67619048,inf
inf,inf,1.00000000,inf,0.22222222,inf,inf
inf,inf,1.00000000,inf,0.19428571,inf,inf
inf,inf,1.00000000,inf,0.19425837,inf,inf
1.29186603,inf,1.00478469,inf,0.20669856,0.69218501,inf
1.18660287,inf,1.00000000,inf,0.20095694,0.67304625,inf
1.17703349,inf,1.00000000,inf,0.20182688,0.66666667,inf
1.17142857,inf,1.00000000,inf,0.20000000,0.65714286,inf
1.18269231,inf,1.00000000,inf,0.20104895,0.66666667,inf
1.26666667,inf,0.99047619,inf,0.19238095,0.66666667,inf
1.28571429,inf,0.99047619,inf,0.19567100,0.66666667,inf
inf,inf,1.00000000,inf,0.20716783,inf,inf
inf,inf,1.00000000,inf,0.19425837,inf,inf
inf,inf,1.00000000,inf,0.20356677,inf,inf
1.18095238,inf,0.99523810,inf,0.20740741,0.67619048,inf
1.17703349,inf,1.00000000,inf,0.20182688,0.66985646,inf
1.17703349,inf,1.00000000,inf,0.19330144,0.66507177,inf
