SINDy,HANDI,PSE,gEDMD,SR3
1.04046163e-01,1.03139817e-07,8.88009441e-02,7.06888149e-01,1.04045324e-01
1.02560698e-01,9.99623451e-08,8.81720314e-02,7.07714240e-01,1.02560235e-01
1.02147605e-01,8.84955837e-08,8.80496084e-02,7.08638411e-01,1.02146948e-01
1.01925707e-01,7.04380654e-08,8.83421912e-02,1.36781915e-01,1.01924898e-01
1.01714940e-01,5.81348695e-08,8.88177935e-02,1.13262428e-01,1.01714318e-01
1.01602575e-01,5.46538910e-08,8.91498103e-02,1.05605085e-01,1.01602424e-01
1.01756057e-01,5.35594815e-08,8.92131380e-02,1.04256088e-01,1.01756185e-01
1.02026803e-01,4.89051810e-08,8.93323926e-02,1.07825782e-01,1.02026729e-01
1.02250328e-01,4.41389003e-08,8.99813372e-02,1.17285713e-01,1.02249728e-01
1.04188743e-01,4.77789660e-08,9.12921702e-02,1.25601816e-01,1.04188152e-01
1.02246729e-01,7.55030027e-08,8.92417430e-02,7.00588614e-01,1.02245736e-01
1.01594872e-01,7.08734712e-08,8.88764264e-02,7.00767471e-01,1.01593856e-01
1.01072895e-01,7.11545565e-08,8.85012941e-02,1.39498228e-01,1.01071651e-01
1.00557487e-01,6.85187206e-08,8.80821790e-02,1.08856042e-01,1.00556084e-01
1.00214333e-01,6.42712124e-08,8.77473108e-02,1.02416331e-01,1.00213197e-01
1.00327416e-01,6.18063289e-08,8.77997827e-02,9.99027337e-02,1.00326912e-01
1.00901829e-01,5.88397680e-08,8.82218191e-02,1.00441054e-01,1.00901721e-01
1.01370473e-01,5.39076495e-08,8.87515243e-02,1.04254043e-01,1.01370219e-01
1.01543561e-01,5.25357233e-08,8.95266773e-02,1.24282163e-01,1.01542927e-01
1.02591737e-01,6.60805719e-08,9.07019527e-02,1.31973879e-01,1.02591008e-01
1.02081428e-01,7.39924511e-08,8.95535037e-02,1.19886411e-01,1.02080529e-01
1.01493582e-01,6.56476326e-08,8.90835846e-02,1.14853499e-01,1.01492580e-01
1.00141036e-01,6.66291357e-08,8.73339037e-02,1.03701698e-01,1.00139835e-01
9.73731671e-02,6.76492491e-08,8.38525618e-02,9.75865003e-02,9.73718061e-02
9.40987717e-02,6.57505718e-08,8.01475399e-02,9.27530722e-02,9.40976659e-02
9.40182356e-02,6.47814085e-08,8.01064651e-02,9.20617874e-02,9.40176064e-02
9.74115018e-02,6.43390334e-08,8.38587762e-02,9.54532239e-02,9.74110781e-02
1.00008891e-01,6.24942348e-08,8.72268024e-02,9.85001795e-02,1.00008301e-01
1.00980948e-01,6.41657432e-08,8.90957882e-02,1.05195894e-01,1.00980098e-01
1.02112131e-01,8.06960047e-08,9.03532049e-02,1.48645294e-01,1.02111364e-01
1.01844549e-01,7.37163496e-08,8.97410407e-02,1.04327537e-01,1.01843650e-01
1.01048171e-01,6.63451690e-08,8.87213181e-02,1.02275839e-01,1.01047240e-01
9.75040127e-02,6.54805923e-08,8.39810741e-02,9.68169827e-02,9.75031071e-02
8.64954377e-02,6.21035659e-08,7.24786166e-02,8.40363424e-02,8.64945762e-02
6.91283512e-02,5.30373204e-08,5.77959046e-02,6.56002649e-02,6.91277566e-02
6.90363402e-02,5.29802062e-08,5.78899708e-02,6.56620183e-02,6.90358922e-02
8.66882445e-02,6.21006705e-08,7.31038751e-02,8.41342820e-02,8.66876905e-02
9.73006459e-02,6.63441003e-08,8.42331235e-02,9.51380855e-02,9.72999195e-02
1.00400586e-01,6.83100212e-08,8.85995607e-02,9.92860111e-02,1.00399632e-01
