SINDy,HANDI,PSE,gEDMD,SR3
8.53174537e-01,9.99999854e-01,8.74687933e-01,2.46989476e-03,8.53175721e-01
8.55270760e-01,9.99999859e-01,8.75575428e-01,1.30415102e-03,8.55271414e-01
8.55853699e-01,9.99999875e-01,8.75748186e-01,0.00000000e+00,8.55854627e-01
8.56166834e-01,9.99999901e-01,8.75335305e-01,8.06979253e-01,8.56167974e-01
8.56464259e-01,9.99999918e-01,8.74664156e-01,8.40168941e-01,8.56465136e-01
8.56622823e-01,9.99999923e-01,8.74195628e-01,8.50974653e-01,8.56623035e-01
8.56406236e-01,9.99999924e-01,8.74106263e-01,8.52878300e-01,8.56406055e-01
8.56024171e-01,9.99999931e-01,8.73937976e-01,8.47840902e-01,8.56024276e-01
8.55708742e-01,9.99999938e-01,8.73022213e-01,8.34491454e-01,8.55709589e-01
8.52973334e-01,9.99999933e-01,8.71172422e-01,8.22756128e-01,8.52974168e-01
8.55713820e-01,9.99999893e-01,8.74065897e-01,1.13595274e-02,8.55715221e-01
8.56633693e-01,9.99999900e-01,8.74581416e-01,1.11071324e-02,8.56635127e-01
8.57370285e-01,9.99999900e-01,8.75110786e-01,8.03146110e-01,8.57372040e-01
8.58097607e-01,9.99999903e-01,8.75702223e-01,8.46387043e-01,8.58099586e-01
8.58581850e-01,9.99999909e-01,8.76174775e-01,8.55474485e-01,8.58583453e-01
8.58422273e-01,9.99999913e-01,8.76100729e-01,8.59021566e-01,8.58422983e-01
8.57611686e-01,9.99999917e-01,8.75505169e-01,8.58261911e-01,8.57611838e-01
8.56950356e-01,9.99999924e-01,8.74757672e-01,8.52881186e-01,8.56950714e-01
8.56706101e-01,9.99999926e-01,8.73663810e-01,8.24618365e-01,8.56706996e-01
8.55226960e-01,9.99999907e-01,8.72005311e-01,8.13764147e-01,8.55227988e-01
8.55947086e-01,9.99999896e-01,8.73625953e-01,8.30821461e-01,8.55948355e-01
8.56776628e-01,9.99999907e-01,8.74289083e-01,8.37923690e-01,8.56778043e-01
8.58685284e-01,9.99999906e-01,8.76758157e-01,8.53660631e-01,8.58686979e-01
8.62591181e-01,9.99999905e-01,8.81670877e-01,8.62290134e-01,8.62593102e-01
8.67211867e-01,9.99999907e-01,8.86899244e-01,8.69110860e-01,8.67213427e-01
8.67325516e-01,9.99999909e-01,8.86957207e-01,8.70086371e-01,8.67326404e-01
8.62537085e-01,9.99999909e-01,8.81662107e-01,8.65300522e-01,8.62537683e-01
8.58871761e-01,9.99999912e-01,8.76909294e-01,8.61000790e-01,8.58872593e-01
8.57500035e-01,9.99999909e-01,8.74271862e-01,8.51552085e-01,8.57501236e-01
8.55903759e-01,9.99999886e-01,8.72497449e-01,7.90238164e-01,8.55904841e-01
8.56281359e-01,9.99999896e-01,8.73361309e-01,8.52777474e-01,8.56282628e-01
8.57405174e-01,9.99999906e-01,8.74800298e-01,8.55672742e-01,8.57406488e-01
8.62406537e-01,9.99999908e-01,8.81489526e-01,8.63376045e-01,8.62407815e-01
8.77941364e-01,9.99999912e-01,8.97721298e-01,8.81411534e-01,8.77942580e-01
9.02449049e-01,9.99999925e-01,9.18440909e-01,9.07427732e-01,9.02449888e-01
9.02578891e-01,9.99999925e-01,9.18308167e-01,9.07340588e-01,9.02579523e-01
8.77669284e-01,9.99999912e-01,8.96838961e-01,8.81273325e-01,8.77670065e-01
8.62693520e-01,9.99999906e-01,8.81133845e-01,8.65745232e-01,8.62694545e-01
8.58319018e-01,9.99999904e-01,8.74972117e-01,8.59891858e-01,8.58320365e-01
8.56353289e-01,9.99999890e-01,8.72815447e-01,8.51229104e-01,8.56354414e-01
8.56526223e-01,9.99999902e-01,8.73199569e-01,8.55463985e-01,8.56527560e-01
8.58300085e-01,9.99999907e-01,8.75520507e-01,8.59427635e-01,8.58301399e-01
8.67287254e-01,9.99999910e-01,8.86492986e-01,8.69658607e-01,8.67288460e-01
9.02775889e-01,9.99999927e-01,9.18353501e-01,9.07280712e-01,9.02776484e-01
9.69401137e-01,9.99999970e-01,9.71244821e-01,9.66609783e-01,9.69401032e-01
9.69290607e-01,9.99999970e-01,9.71105583e-01,9.66697253e-01,9.69290431e-01
9.01900272e-01,9.99999926e-01,9.17449351e-01,9.07008090e-01,9.01900804e-01
8.67288001e-01,9.99999909e-01,8.86034277e-01,8.70509760e-01,8.67288924e-01
8.58956747e-01,9.99999906e-01,8.75569146e-01,8.62700504e-01,8.58957942e-01
8.56847468e-01,9.99999901e-01,8.73037555e-01,8.57909268e-01,8.56848509e-01
8.56439508e-01,9.99999901e-01,8.73037555e-01,8.53596713e-01,8.56440802e-01
8.58584302e-01,9.99999906e-01,8.75569146e-01,8.59496543e-01,8.58585542e-01
8.67289699e-01,9.99999909e-01,8.86034277e-01,8.69977540e-01,8.67291281e-01
9.02337105e-01,9.99999926e-01,9.17449351e-01,9.07196615e-01,9.02338294e-01
9.69318236e-01,9.99999970e-01,9.71105583e-01,9.66706735e-01,9.69318148e-01
9.69165259e-01,9.99999970e-01,9.71244821e-01,9.66663298e-01,9.69165257e-01
9.02255407e-01,9.99999927e-01,9.18353501e-01,9.06939023e-01,9.02256589e-01
8.67464224e-01,9.99999910e-01,8.86492986e-01,8.71048843e-01,8.67465485e-01
8.58844509e-01,9.99999907e-01,8.75520507e-01,8.63009774e-01,8.58845591e-01
8.57115076e-01,9.99999902e-01,8.73199569e-01,8.59467458e-01,8.57116057e-01
8.56241065e-01,9.99999890e-01,8.72815447e-01,8.48818765e-01,8.56242326e-01
8.58196084e-01,9.99999904e-01,8.74972117e-01,8.56868889e-01,8.58197222e-01
8.62829374e-01,9.99999906e-01,8.81133845e-01,8.65103738e-01,8.62830897e-01
8.78037839e-01,9.99999912e-01,8.96838961e-01,8.81795059e-01,8.78039546e-01
9.02568490e-01,9.99999925e-01,9.18308167e-01,9.07241057e-01,9.02569739e-01
9.02131261e-01,9.99999925e-01,9.18440909e-01,9.07278465e-01,9.02132379e-01
8.77976866e-01,9.99999912e-01,8.97721298e-01,8.81929477e-01,8.77978174e-01
8.62852739e-01,9.99999908e-01,8.81489526e-01,8.67085776e-01,8.62853958e-01
8.57999146e-01,9.99999906e-01,8.74800298e-01,8.61665516e-01,8.58000198e-01
8.56892917e-01,9.99999896e-01,8.73361309e-01,8.58127816e-01,8.56893955e-01
8.56012062e-01,9.99999886e-01,8.72497449e-01,8.39849008e-01,8.56013475e-01
8.57550655e-01,9.99999909e-01,8.74271862e-01,8.52687289e-01,8.57552047e-01
8.59069962e-01,9.99999912e-01,8.76909294e-01,8.60519973e-01,8.59071696e-01
8.62957307e-01,9.99999909e-01,8.81662107e-01,8.66111168e-01,8.62959266e-01
8.67744120e-01,9.99999909e-01,8.86957207e-01,8.71267912e-01,8.67745808e-01
8.67604632e-01,9.99999907e-01,8.86899244e-01,8.71482424e-01,8.67605615e-01
8.63107373e-01,9.99999905e-01,8.81670877e-01,8.67462574e-01,8.63107960e-01
8.59263554e-01,9.99999906e-01,8.76758157e-01,8.63811440e-01,8.59264294e-01
8.57350403e-01,9.99999907e-01,8.74289083e-01,8.59153801e-01,8.57351338e-01
8.56509029e-01,9.99999896e-01,8.73625953e-01,8.54096204e-01,8.56510084e-01
8.55312992e-01,9.99999907e-01,8.72005311e-01,8.10023414e-01,8.55314515e-01
