SINDy,HANDI,PSE,gEDMD,SR3
1.12898440e-01,6.53124976e-05,5.83434651e-02,inf,1.14972369e-01
1.12011498e-01,2.62603324e-05,5.75477859e-02,inf,1.14088321e-01
1.11238737e-01,6.78779207e-06,5.64988718e-02,inf,1.13322651e-01
1.10440909e-01,7.16845607e-06,5.54570166e-02,1.33309621e-01,1.12531933e-01
1.09855355e-01,1.78796999e-05,5.48399097e-02,1.28774094e-01,1.11952633e-01
1.09560690e-01,2.89908697e-05,5.49974537e-02,1.26951027e-01,1.11669635e-01
1.09699119e-01,3.76073345e-05,5.59216032e-02,1.27722609e-01,1.11856477e-01
1.10516523e-01,4.09216792e-05,5.73460228e-02,inf,1.12757819e-01
1.11829785e-01,3.18769630e-05,5.90665519e-02,inf,1.14161007e-01
1.13054536e-01,1.05856026e-05,6.10504302e-02,inf,1.15453334e-01
1.11592118e-01,8.65683966e-06,5.75098327e-02,inf,1.13620202e-01
1.10373913e-01,5.95344290e-06,5.62787275e-02,inf,1.12413538e-01
1.09049157e-01,8.91143457e-06,5.45106797e-02,inf,1.11105487e-01
1.07717857e-01,1.50022246e-05,5.25481482e-02,1.26436736e-01,1.09783353e-01
1.06867922e-01,1.96719512e-05,5.12305631e-02,1.23763525e-01,1.08932796e-01
1.06716005e-01,2.33124504e-05,5.14443279e-02,1.23263242e-01,1.08784220e-01
1.07322774e-01,2.98114393e-05,5.31168249e-02,1.25061612e-01,1.09465060e-01
1.08740081e-01,4.09524517e-05,5.53768223e-02,inf,1.11003649e-01
1.10560303e-01,5.25332320e-05,5.75942318e-02,inf,1.12924349e-01
1.12197896e-01,5.16368186e-05,5.96050925e-02,inf,1.14620027e-01
1.10402389e-01,1.24269933e-05,5.66487375e-02,inf,1.12365119e-01
1.08650768e-01,1.25435187e-05,5.47410564e-02,1.27966420e-01,1.10643460e-01
1.06281280e-01,1.22235429e-05,5.17053315e-02,1.23554985e-01,1.08313240e-01
1.03443048e-01,1.10505214e-05,4.78085739e-02,1.20253008e-01,1.05510180e-01
1.01236644e-01,9.62079386e-06,4.47118837e-02,1.17263599e-01,1.03306110e-01
1.01098642e-01,1.02224246e-05,4.49771693e-02,1.17124289e-01,1.03114982e-01
1.03344555e-01,1.56642574e-05,4.84641354e-02,1.20475259e-01,1.05462318e-01
1.06418514e-01,2.99671323e-05,5.25560154e-02,1.24273140e-01,1.08699411e-01
1.09257216e-01,5.64431137e-05,5.58301477e-02,inf,1.11639978e-01
1.11463515e-01,8.79664012e-05,5.81998816e-02,inf,1.13887359e-01
1.09532087e-01,2.90189346e-05,5.59433156e-02,1.25843106e-01,1.11564615e-01
1.07123645e-01,1.84463831e-05,5.32061182e-02,1.23623400e-01,1.09204607e-01
1.03030283e-01,1.04831285e-05,4.83208722e-02,1.19624966e-01,1.05163575e-01
9.64606676e-02,5.39855521e-06,4.07374500e-02,1.12744275e-01,9.86032091e-02
8.91179703e-02,3.05851878e-06,3.29303021e-02,1.03560996e-01,9.10770044e-02
8.88684700e-02,3.20618614e-06,3.31876541e-02,1.03217353e-01,9.05991297e-02
9.69488695e-02,6.81141991e-06,4.13601514e-02,1.13381953e-01,9.90044210e-02
1.03666737e-01,1.86195659e-05,4.90259782e-02,1.20482066e-01,1.05960455e-01
1.07944760e-01,4.67978064e-05,5.39724095e-02,1.25611455e-01,1.10339364e-01
1.10678790e-01,9.33642441e-05,5.69265254e-02,1.30018918e-01,1.13094714e-01
1.09304950e-01,5.04380108e-05,5.56587101e-02,1.25299082e-01,1.11519523e-01
1.06396394e-01,2.42952937e-05,5.22770616e-02,1.22248547e-01,1.08670055e-01
1.00722225e-01,9.39544750e-06,4.57194464e-02,1.16717536e-01,1.03008012e-01
8.85193876e-02,2.98020195e-06,3.34546744e-02,1.03542375e-01,9.04864358e-02
6.54503079e-02,8.04312319e-07,1.43749305e-02,6.83377761e-02,6.57883423e-02
6.52598103e-02,8.67570767e-07,1.44669340e-02,6.80218839e-02,6.58469716e-02
8.95239351e-02,3.30245938e-06,3.37424453e-02,1.04325845e-01,9.15967775e-02
1.01438995e-01,1.15818659e-05,4.60182973e-02,1.17676664e-01,1.03798476e-01
1.07001539e-01,3.33359254e-05,5.25644534e-02,1.22878228e-01,1.09428869e-01
1.09990781e-01,7.34301766e-05,5.60008627e-02,1.26041584e-01,1.12402518e-01
1.09644725e-01,7.66201763e-05,5.60008627e-02,1.25626208e-01,1.11983148e-01
1.06618015e-01,3.42741740e-05,5.25644534e-02,1.22253606e-01,1.08978120e-01
1.01025258e-01,1.17356643e-05,4.60182973e-02,1.16705106e-01,1.03347814e-01
8.91954506e-02,3.31049124e-06,3.37424453e-02,1.03943657e-01,9.12395663e-02
6.52095432e-02,8.67602077e-07,1.44669340e-02,6.80793809e-02,6.58068132e-02
6.55343331e-02,8.04288471e-07,1.43749305e-02,6.83793039e-02,6.60903112e-02
8.88429398e-02,2.97164473e-06,3.34546744e-02,1.04333051e-01,9.10680337e-02
1.01081862e-01,9.23196731e-06,4.57194464e-02,1.17258315e-01,1.03487157e-01
1.06697571e-01,2.33483188e-05,5.22770616e-02,1.22155421e-01,1.09087978e-01
1.09559588e-01,4.73143757e-05,5.56587101e-02,1.24562500e-01,1.11897306e-01
1.10273545e-01,9.65536385e-05,5.69265254e-02,1.26399265e-01,1.12633490e-01
1.07505937e-01,4.79002775e-05,5.39724095e-02,1.23178868e-01,1.09852320e-01
1.03199589e-01,1.88704613e-05,4.90259782e-02,1.18800329e-01,1.05496551e-01
9.65106551e-02,6.84123678e-06,4.13601514e-02,1.12672646e-01,9.86828896e-02
8.87020746e-02,3.20110173e-06,3.31876541e-02,1.03867381e-01,9.07323604e-02
8.91181800e-02,3.05073843e-06,3.29303021e-02,1.04050492e-01,9.14391441e-02
9.64991497e-02,5.37036046e-06,4.07374500e-02,1.12972460e-01,9.89272028e-02
1.03134499e-01,1.02103666e-05,4.83208722e-02,1.19466386e-01,1.05458752e-01
1.07238988e-01,1.74248174e-05,5.32061182e-02,1.23235798e-01,1.09493944e-01
1.09643831e-01,2.64212787e-05,5.59433156e-02,1.25020569e-01,1.11853159e-01
1.11026128e-01,8.97304895e-05,5.81998816e-02,1.27211159e-01,1.13385426e-01
1.08764768e-01,5.71568019e-05,5.58301477e-02,1.24349509e-01,1.11104733e-01
1.05880639e-01,3.01022700e-05,5.25560154e-02,1.21377475e-01,1.08192074e-01
1.02771757e-01,1.55311681e-05,4.84641354e-02,1.18933246e-01,1.05048315e-01
1.00654570e-01,9.95715726e-06,4.49771693e-02,1.16469078e-01,1.02960544e-01
1.00967139e-01,9.34752766e-06,4.47118837e-02,1.16444428e-01,1.03346365e-01
1.03235347e-01,1.08824631e-05,4.78085739e-02,1.18824711e-01,1.05581005e-01
1.06127452e-01,1.20957515e-05,5.17053315e-02,1.21786799e-01,1.08399736e-01
1.08547115e-01,1.25970236e-05,5.47410564e-02,inf,1.10762638e-01
1.10342164e-01,1.31390847e-05,5.66487375e-02,inf,1.12520663e-01
1.11767237e-01,5.02842338e-05,5.96050925e-02,inf,1.14116390e-01
1.10040077e-01,5.10264919e-05,5.75942318e-02,inf,1.12369802e-01
1.08182574e-01,3.91024084e-05,5.53768223e-02,1.23300170e-01,1.10494305e-01
1.06751583e-01,2.75104535e-05,5.31168249e-02,1.22247380e-01,1.09047701e-01
1.06208977e-01,2.07440688e-05,5.14443279e-02,1.21434824e-01,1.08517637e-01
1.06463452e-01,1.75873775e-05,5.12305631e-02,1.21599661e-01,1.08801693e-01
1.07365860e-01,1.44081441e-05,5.25481482e-02,1.22974367e-01,1.09712511e-01
1.08732744e-01,1.00886075e-05,5.45106797e-02,1.24775513e-01,1.11062352e-01
1.10097031e-01,8.89139460e-06,5.62787275e-02,inf,1.12396689e-01
1.11360898e-01,1.44428166e-05,5.75098327e-02,inf,1.13632492e-01
1.12727113e-01,9.24472506e-06,6.10504302e-02,inf,1.15144829e-01
1.11258937e-01,2.66790987e-05,5.90665519e-02,inf,1.13578564e-01
1.09922778e-01,3.30844001e-05,5.73460228e-02,inf,1.12219903e-01
1.09134491e-01,2.84115602e-05,5.59216032e-02,1.23401909e-01,1.11415460e-01
1.09053788e-01,2.06959106e-05,5.49974537e-02,1.24005453e-01,1.11342082e-01
1.09412010e-01,1.34391336e-05,5.48399097e-02,1.24887924e-01,1.11729926e-01
1.10035361e-01,7.73507151e-06,5.54570166e-02,1.26383217e-01,1.12376724e-01
1.10855206e-01,8.88826064e-06,5.64988718e-02,1.28417121e-01,1.13201488e-01
1.11643259e-01,2.47089393e-05,5.75477859e-02,inf,1.13976224e-01
1.12545828e-01,5.88794845e-05,5.83434651e-02,inf,1.14838498e-01
