SINDy,HANDI,PSE,gEDMD,SR3
1.53111087e-01,9.99510069e-01,5.62346177e-01,0.00000000e+00,1.37553854e-01
1.59764335e-01,9.99803012e-01,5.68314833e-01,0.00000000e+00,1.44185389e-01
1.65561070e-01,9.99949083e-01,5.76183088e-01,0.00000000e+00,1.49928937e-01
1.71545849e-01,9.99946227e-01,5.83998392e-01,0.00000000e+00,1.55860375e-01
1.75938282e-01,9.99865878e-01,5.88627517e-01,3.40225036e-02,1.60205900e-01
1.78148662e-01,9.99782530e-01,5.87445727e-01,4.76979340e-02,1.62328762e-01
1.77110263e-01,9.99717895e-01,5.80513373e-01,4.19100426e-02,1.60927199e-01
1.70978644e-01,9.99693033e-01,5.69828326e-01,0.00000000e+00,1.54165932e-01
1.61127423e-01,9.99760880e-01,5.56922062e-01,0.00000000e+00,1.43640146e-01
1.51940157e-01,9.99920594e-01,5.42040328e-01,0.00000000e+00,1.33945973e-01
1.62910240e-01,9.99935062e-01,5.68599533e-01,0.00000000e+00,1.47696905e-01
1.72048405e-01,9.99955341e-01,5.77834464e-01,0.00000000e+00,1.56748499e-01
1.81985847e-01,9.99933152e-01,5.91097181e-01,0.00000000e+00,1.66560624e-01
1.91972368e-01,9.99887463e-01,6.05818786e-01,5.15558055e-02,1.76478393e-01
1.98348014e-01,9.99852434e-01,6.15702432e-01,7.16084539e-02,1.82858706e-01
1.99487596e-01,9.99825126e-01,6.14098910e-01,7.53612438e-02,1.83973227e-01
1.94936017e-01,9.99776374e-01,6.01552952e-01,6.18710670e-02,1.78866013e-01
1.84304325e-01,9.99692802e-01,5.84599956e-01,0.00000000e+00,1.67324544e-01
1.70650232e-01,9.99605931e-01,5.67966427e-01,0.00000000e+00,1.52916736e-01
1.58366097e-01,9.99612655e-01,5.52882289e-01,0.00000000e+00,1.40196889e-01
1.71834802e-01,9.99906781e-01,5.75058896e-01,0.00000000e+00,1.57111702e-01
1.84974292e-01,9.99905907e-01,5.89369049e-01,4.00811330e-02,1.70026443e-01
2.02748615e-01,9.99908307e-01,6.12141035e-01,7.31727811e-02,1.87506201e-01
2.24039142e-01,9.99917106e-01,6.41371916e-01,9.79420174e-02,2.08532891e-01
2.40590116e-01,9.99927831e-01,6.64601223e-01,1.20366570e-01,2.25066357e-01
2.41625309e-01,9.99923318e-01,6.62611228e-01,1.21411584e-01,2.26500071e-01
2.24777969e-01,9.99882497e-01,6.36454330e-01,9.62748389e-02,2.08891924e-01
2.01719179e-01,9.99775207e-01,6.05759771e-01,6.77856608e-02,1.84609402e-01
1.80425123e-01,9.99576601e-01,5.81199411e-01,0.00000000e+00,1.62551230e-01
1.63874941e-01,9.99340135e-01,5.63423245e-01,0.00000000e+00,1.45692875e-01
1.78363225e-01,9.99782319e-01,5.80350501e-01,5.60088245e-02,1.63116553e-01
1.96429749e-01,9.99861628e-01,6.00883133e-01,7.26595792e-02,1.80819762e-01
2.27135432e-01,9.99921363e-01,6.37528995e-01,1.02653168e-01,2.11132894e-01
2.76416308e-01,9.99959504e-01,6.94414778e-01,1.54267527e-01,2.60344388e-01
3.31496334e-01,9.99977057e-01,7.52978803e-01,2.23154374e-01,3.16800964e-01
3.33367918e-01,9.99975949e-01,7.51048319e-01,2.25732155e-01,3.20385662e-01
2.72754143e-01,9.99948905e-01,6.89743688e-01,1.49484095e-01,2.57334764e-01
2.22361177e-01,9.99860328e-01,6.32239760e-01,9.62237762e-02,2.05155228e-01
1.90270293e-01,9.99648954e-01,5.95134926e-01,5.77465142e-02,1.72307572e-01
1.69761420e-01,9.99299644e-01,5.72975116e-01,2.46846592e-02,1.51638768e-01
1.80067055e-01,9.99621648e-01,5.82485422e-01,6.00897244e-02,1.63454799e-01
2.01885105e-01,9.99817753e-01,6.07852297e-01,8.29728111e-02,1.84829618e-01
2.44448945e-01,9.99929522e-01,6.57043159e-01,1.24462773e-01,2.27302489e-01
3.35986502e-01,9.99977645e-01,7.49045311e-01,2.23294059e-01,3.21231016e-01
5.09035376e-01,9.99993967e-01,8.92168844e-01,4.87375512e-01,5.06499667e-01
5.10464362e-01,9.99993492e-01,8.91478695e-01,4.89745125e-01,5.06059868e-01
3.28451055e-01,9.99975227e-01,7.46886645e-01,2.17416986e-01,3.12901973e-01
2.39072212e-01,9.99913121e-01,6.54801378e-01,1.17268032e-01,2.21372953e-01
1.97345712e-01,9.99749936e-01,6.05696475e-01,7.82493590e-02,1.79137496e-01
1.74922406e-01,9.99449176e-01,5.79918821e-01,5.45199729e-02,1.56831161e-01
1.77518286e-01,9.99425246e-01,5.79918821e-01,5.76358453e-02,1.59976998e-01
2.00222654e-01,9.99742898e-01,6.05696475e-01,8.29348574e-02,1.82518718e-01
2.42175790e-01,9.99911967e-01,6.54801378e-01,1.24556014e-01,2.24753524e-01
3.30915128e-01,9.99975167e-01,7.46886645e-01,2.20283908e-01,3.15581533e-01
5.10841432e-01,9.99993492e-01,8.91478695e-01,4.89313821e-01,5.06361110e-01
5.08405074e-01,9.99993967e-01,8.92168844e-01,4.87063998e-01,5.04234497e-01
3.33559429e-01,9.99977709e-01,7.49045311e-01,2.17362933e-01,3.16868256e-01
2.41751184e-01,9.99930748e-01,6.57043159e-01,1.20406210e-01,2.23708261e-01
1.99625876e-01,9.99824856e-01,6.07852297e-01,8.36713802e-02,1.81694637e-01
1.78156928e-01,9.99645079e-01,5.82485422e-01,6.56150784e-02,1.60620930e-01
1.72801299e-01,9.99275719e-01,5.72975116e-01,5.18368844e-02,1.55098566e-01
1.93562055e-01,9.99640684e-01,5.95134926e-01,7.59941614e-02,1.75961053e-01
2.25865410e-01,9.99858446e-01,6.32239760e-01,1.08839044e-01,2.08635130e-01
2.76041335e-01,9.99948682e-01,6.89743688e-01,1.54804843e-01,2.59746678e-01
3.34616106e-01,9.99975987e-01,7.51048319e-01,2.20856075e-01,3.19386254e-01
3.31494760e-01,9.99977115e-01,7.52978803e-01,2.19482503e-01,3.14084433e-01
2.76127641e-01,9.99959715e-01,6.94414778e-01,1.52555835e-01,2.57914003e-01
2.26353670e-01,9.99923409e-01,6.37528995e-01,1.03842726e-01,2.08918670e-01
1.95564527e-01,9.99869291e-01,6.00883133e-01,7.55671074e-02,1.78649348e-01
1.77524993e-01,9.99801805e-01,5.80350501e-01,6.21789438e-02,1.60952090e-01
1.67155920e-01,9.99326902e-01,5.63423245e-01,4.57466007e-02,1.49458039e-01
1.84119137e-01,9.99571248e-01,5.81199411e-01,6.72127950e-02,1.66566283e-01
2.05753953e-01,9.99774193e-01,6.05759771e-01,8.95070155e-02,1.88415112e-01
2.29074721e-01,9.99883496e-01,6.36454330e-01,1.07841988e-01,2.11997497e-01
2.44956447e-01,9.99925308e-01,6.62611228e-01,1.26326538e-01,2.27658564e-01
2.42611762e-01,9.99929881e-01,6.64601223e-01,1.26511443e-01,2.24764390e-01
2.25597176e-01,9.99918367e-01,6.41371916e-01,1.08656151e-01,2.08001612e-01
2.03902526e-01,9.99909266e-01,6.12141035e-01,8.64365331e-02,1.86857370e-01
1.85751829e-01,9.99905506e-01,5.89369049e-01,0.00000000e+00,1.69132449e-01
1.72286566e-01,9.99901439e-01,5.75058896e-01,0.00000000e+00,1.55944921e-01
1.61596620e-01,9.99622801e-01,5.52882289e-01,0.00000000e+00,1.43974836e-01
1.74552619e-01,9.99617233e-01,5.67966427e-01,0.00000000e+00,1.57076577e-01
1.88486370e-01,9.99706680e-01,5.84599956e-01,7.50842342e-02,1.71145304e-01
1.99220714e-01,9.99793635e-01,6.01552952e-01,8.29815630e-02,1.81996764e-01
2.03290984e-01,9.99844392e-01,6.14098910e-01,8.90768202e-02,1.85972952e-01
2.01382082e-01,9.99868071e-01,6.15702432e-01,8.78403214e-02,1.83842157e-01
1.94612820e-01,9.99891920e-01,6.05818786e-01,7.75281937e-02,1.77009803e-01
1.84359361e-01,9.99924322e-01,5.91097181e-01,6.40171930e-02,1.66884193e-01
1.74125388e-01,9.99933303e-01,5.77834464e-01,0.00000000e+00,1.56874889e-01
1.64644706e-01,9.99891660e-01,5.68599533e-01,0.00000000e+00,1.47604715e-01
1.54396270e-01,9.99930652e-01,5.42040328e-01,0.00000000e+00,1.36260171e-01
1.65409542e-01,9.99799871e-01,5.56922062e-01,0.00000000e+00,1.48009247e-01
1.75432524e-01,9.99751823e-01,5.69828326e-01,0.00000000e+00,1.58201015e-01
1.81345722e-01,9.99786875e-01,5.80513373e-01,7.43210596e-02,1.64235411e-01
1.81951108e-01,9.99844753e-01,5.87445727e-01,6.97936695e-02,1.64785846e-01
1.79263959e-01,9.99899189e-01,5.88627517e-01,6.31739617e-02,1.61876499e-01
1.74588001e-01,9.99941977e-01,5.83998392e-01,5.19572716e-02,1.57024649e-01
1.68438068e-01,9.99933326e-01,5.76183088e-01,3.67002776e-02,1.50837819e-01
1.62526617e-01,9.99814650e-01,5.68314833e-01,0.00000000e+00,1.45026269e-01
1.55756144e-01,9.99558325e-01,5.62346177e-01,0.00000000e+00,1.38558060e-01
