SINDy,HANDI,PSE,gEDMD,SR3
9.88726285e-01,9.99994036e-01,1.00000000e+00,0.00000000e+00,9.89674697e-01
9.90551775e-01,9.99994070e-01,1.00000000e+00,5.56189296e-01,9.91260421e-01
9.90485443e-01,9.99994131e-01,1.00000000e+00,8.06312028e-01,9.90709458e-01
9.89814548e-01,9.99994203e-01,1.00000000e+00,9.06518458e-01,9.89723515e-01
9.89432985e-01,9.99994262e-01,1.00000000e+00,9.45834105e-01,9.89171692e-01
9.89755710e-01,9.99994281e-01,1.00000000e+00,9.60885117e-01,9.89232680e-01
9.90481939e-01,9.99994252e-01,1.00000000e+00,9.64129207e-01,9.89703019e-01
9.90951994e-01,9.99994201e-01,1.00000000e+00,9.56015021e-01,9.90404635e-01
9.90544757e-01,9.99994185e-01,1.00000000e+00,9.21986719e-01,9.90925988e-01
9.88438854e-01,9.99994284e-01,1.00000000e+00,8.07902690e-01,9.90001356e-01
9.90652267e-01,9.99994231e-01,1.00000000e+00,7.23299072e-01,9.90683764e-01
9.90777669e-01,9.99994272e-01,1.00000000e+00,9.02484436e-01,9.90291190e-01
9.90130314e-01,9.99994363e-01,1.00000000e+00,9.57475985e-01,9.88944025e-01
9.89647870e-01,9.99994478e-01,1.00000000e+00,9.74630275e-01,9.87891630e-01
9.89698579e-01,9.99994567e-01,1.00000000e+00,9.80746088e-01,9.87567160e-01
9.90018717e-01,9.99994573e-01,1.00000000e+00,9.82976997e-01,9.87560900e-01
9.90335275e-01,9.99994484e-01,1.00000000e+00,9.83395795e-01,9.87787325e-01
9.90601092e-01,9.99994361e-01,1.00000000e+00,9.81703640e-01,9.88769965e-01
9.90713494e-01,9.99994284e-01,1.00000000e+00,9.70946462e-01,9.90416481e-01
9.90404009e-01,9.99994328e-01,1.00000000e+00,9.15925848e-01,9.91525158e-01
9.90960576e-01,9.99994384e-01,1.00000000e+00,9.10233635e-01,9.90205487e-01
9.90598963e-01,9.99994455e-01,1.00000000e+00,9.66836515e-01,9.88744211e-01
9.90018149e-01,9.99994624e-01,1.00000000e+00,9.80658177e-01,9.87633203e-01
9.90208639e-01,9.99994879e-01,1.00000000e+00,9.85589254e-01,9.88147660e-01
9.90961718e-01,9.99995117e-01,1.00000000e+00,9.88322207e-01,9.89359091e-01
9.91102215e-01,9.99995116e-01,1.00000000e+00,9.88550226e-01,9.89338113e-01
9.90486328e-01,9.99994869e-01,1.00000000e+00,9.86810943e-01,9.88079377e-01
9.90018615e-01,9.99994593e-01,1.00000000e+00,9.85305880e-01,9.87641575e-01
9.90087139e-01,9.99994417e-01,1.00000000e+00,9.81313252e-01,9.89106782e-01
9.90400123e-01,9.99994391e-01,1.00000000e+00,9.52804101e-01,9.91038866e-01
9.90447997e-01,9.99994491e-01,1.00000000e+00,9.57482346e-01,9.89598620e-01
9.90300172e-01,9.99994610e-01,1.00000000e+00,9.79878293e-01,9.87833440e-01
9.90461180e-01,9.99994926e-01,1.00000000e+00,9.85934510e-01,9.88117759e-01
9.92073877e-01,9.99995569e-01,1.00000000e+00,9.91631855e-01,9.91464437e-01
9.94290871e-01,9.99996411e-01,1.00000000e+00,9.96025336e-01,9.94767861e-01
9.94315465e-01,9.99996410e-01,1.00000000e+00,9.96027834e-01,9.94753648e-01
9.92091143e-01,9.99995557e-01,1.00000000e+00,9.91673647e-01,9.91407236e-01
9.90213517e-01,9.99994896e-01,1.00000000e+00,9.86785096e-01,9.88133678e-01
9.89630402e-01,9.99994567e-01,1.00000000e+00,9.83525060e-01,9.88100361e-01
9.89777697e-01,9.99994463e-01,1.00000000e+00,9.66080877e-01,9.90102917e-01
9.89726591e-01,9.99994538e-01,1.00000000e+00,9.69871042e-01,9.89289461e-01
9.89991050e-01,9.99994700e-01,1.00000000e+00,9.83173426e-01,9.87686130e-01
9.91083661e-01,9.99995178e-01,1.00000000e+00,9.88407801e-01,9.89360763e-01
9.94304557e-01,9.99996439e-01,1.00000000e+00,9.95991745e-01,9.94745365e-01
9.98400370e-01,9.99998751e-01,1.00000000e+00,9.99693476e-01,9.98899200e-01
9.98404113e-01,9.99998751e-01,1.00000000e+00,9.99689062e-01,9.98898673e-01
9.94296834e-01,9.99996434e-01,1.00000000e+00,9.95996666e-01,9.94691891e-01
9.90962360e-01,9.99995166e-01,1.00000000e+00,9.88554563e-01,9.89320701e-01
9.89689163e-01,9.99994681e-01,1.00000000e+00,9.84218188e-01,9.87796009e-01
9.89417160e-01,9.99994523e-01,1.00000000e+00,9.70940604e-01,9.89546176e-01
