val/loss,val/step1,val/rollout_avg,epoch,step,train/loss,train/main,train/align,train/step1,train/rollout_avg
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,0,0,,,,,
,,,0,0,0.020421026274561882,0.018814072012901306,0.0016069539124146104,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,1,1,,,,,
,,,1,1,0.02005024440586567,0.018482843413949013,0.0015674004098400474,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,2,2,,,,,
,,,2,2,0.016392190009355545,0.014786002226173878,0.0016061869682744145,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,3,3,,,,,
,,,3,3,0.015577971935272217,0.013910683803260326,0.0016672887140884995,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,4,4,,,,,
,,,4,4,0.012992195785045624,0.0112826032564044,0.0017095920629799366,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,5,5,,,,,
,,,5,5,0.012504767626523972,0.010713748633861542,0.0017910186434164643,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,6,6,,,,,
,,,6,6,0.012354125268757343,0.010421073995530605,0.0019330523209646344,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,7,7,,,,,
,,,7,7,0.012070789001882076,0.010182887315750122,0.0018879015697166324,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,8,8,,,,,
,,,8,8,0.010468095541000366,0.008552097715437412,0.0019159974763169885,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,9,9,,,,,
,,,9,9,0.01105264201760292,0.0091527896001935,0.0018998520681634545,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,10,10,,,,,
,,,10,10,0.010907802730798721,0.009029336273670197,0.0018784661078825593,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,11,11,,,,,
,,,11,11,0.010278783738613129,0.00847729854285717,0.0018014851957559586,,
0.0008596994448453188,0.0006728893495164812,0.0006227002013474703,12,12,,,,,
