HANDI,ablationA,ortho
1.18662900e-03,1.39363133e-02,1.28226255e-02
9.18592435e-03,1.12738657e-02,1.26635392e-02
1.62699726e-03,1.80501208e-03,7.20282657e-03
1.11141227e-03,1.71347073e-03,5.04067597e-03
8.18691272e-04,2.11005822e-03,4.36199853e-03
5.41392000e-04,7.34996404e-04,1.95531936e-03
3.52589866e-04,5.41381280e-04,1.39462115e-03
4.36235303e-03,3.15728056e-05,5.97266442e-03
1.21557865e-02,4.57506661e-04,1.05611954e-02
7.24540395e-04,9.05294723e-03,6.41759478e-03
7.81442287e-04,1.02945803e-02,9.46575495e-03
5.01471511e-03,5.14137175e-03,1.53281304e-02
3.66318469e-04,3.38061293e-04,1.66470577e-03
6.33380267e-04,6.62878454e-04,2.74377627e-03
3.57324625e-04,4.75392095e-04,1.54531848e-03
3.07627952e-04,3.43124104e-04,1.11289607e-03
1.99609126e-05,7.91929603e-03,1.04676038e-03
4.21751997e-04,7.89718691e-05,1.59446531e-03
9.11298900e-02,3.29907675e-03,1.77227283e-01
2.74290731e-04,5.14858699e-03,2.71917334e-03
5.50213749e-04,8.46168284e-03,7.15633563e-03
1.41332027e-03,1.48244255e-03,6.79333515e-03
1.47188407e-04,1.00535864e-04,5.64134521e-04
3.27254450e-04,2.60058888e-04,1.26200518e-03
2.20877728e-04,2.25684088e-04,8.88236838e-04
1.74679903e-04,3.28758188e-04,7.12198254e-04
1.31972041e-04,2.58551050e-05,6.47018800e-04
1.74473118e-04,5.19711256e-05,8.20911293e-04
6.36013167e-03,5.29145651e-04,1.80026749e-02
2.23373867e-04,3.06630637e-03,1.69226595e-03
4.36044143e-04,7.79622444e-03,5.61382399e-03
4.19058888e-04,4.61357284e-04,2.78322884e-03
5.56913999e-05,2.89903334e-05,1.72231915e-04
2.05136878e-04,1.23753117e-04,6.48513428e-04
1.42657156e-04,1.43349438e-04,5.67224142e-04
6.79840794e-05,8.35244425e-04,4.22330624e-04
1.16945603e-04,3.35851457e-05,5.01229631e-04
6.70842022e-05,2.37180459e-05,3.27656946e-04
1.78348677e-03,2.05072898e-04,6.74094028e-03
2.10234235e-04,2.02766664e-03,1.34202870e-03
4.17332337e-04,7.91065734e-03,4.72618689e-03
3.12203827e-04,3.21609189e-04,2.22436762e-03
1.22256388e-05,3.90379769e-06,2.61345691e-05
1.43344246e-04,6.65951916e-05,3.64765994e-04
1.03958574e-04,1.24365854e-04,4.38387759e-04
1.74445804e-04,6.73977363e-05,6.34262039e-04
1.42388174e-04,2.47214737e-05,4.83436868e-04
1.15121045e-05,5.70036109e-06,6.22501934e-05
9.38709809e-04,1.17889705e-04,4.21459449e-03
1.95649451e-04,1.51315174e-03,1.27707057e-03
4.65216577e-04,8.66535238e-03,4.42540017e-03
4.10972007e-04,3.95727768e-04,2.60396998e-03
1.17911826e-05,3.96930680e-06,5.69200603e-05
9.95143773e-05,4.52547620e-05,2.44463273e-04
8.86653314e-05,1.05116358e-04,3.34099165e-04
1.93543900e-04,7.58615598e-05,8.15524242e-04
2.03223006e-04,2.92897105e-05,7.30161992e-04
7.74877346e-06,1.06269659e-06,2.99278075e-05
7.55551474e-04,8.51261355e-05,3.61693222e-03
2.04521527e-04,1.29711110e-03,1.48288948e-03
5.39701220e-04,1.01200173e-02,4.62468826e-03
8.37571471e-04,7.75665935e-04,3.97809871e-03
3.96455846e-05,2.71967748e-05,2.26115130e-04
7.51134183e-05,5.57159075e-05,2.72140288e-04
8.13564068e-05,5.29730335e-04,5.62250608e-04
2.52884127e-04,7.84956320e-05,1.09066507e-03
3.00183438e-04,5.66269931e-05,1.25031356e-03
7.37519239e-05,1.21544205e-05,2.94063678e-04
1.04678744e-03,8.38050263e-05,4.76056014e-03
2.92853840e-04,1.30394049e-03,2.06252826e-03
5.96526897e-04,1.25824214e-02,5.18046875e-03
3.20927671e-03,2.93706750e-03,9.22858411e-03
9.08825501e-05,8.95684619e-05,5.05198983e-04
7.72451209e-05,8.06205659e-05,3.10724287e-04
2.24258018e-04,1.50665262e-04,1.16805181e-03
3.91500265e-04,1.23020184e-04,1.77498813e-03
5.12916849e-04,1.28477207e-04,2.39520519e-03
2.18580014e-04,4.74688774e-05,9.70970828e-04
3.46732694e-03,1.40392974e-04,1.31250423e-02
5.29076904e-04,1.55993740e-03,3.19301952e-03
5.66797094e-04,1.71264649e-02,6.22346351e-03
4.49390159e-02,4.34484219e-02,5.48719756e-02
2.06702778e-04,2.75212178e-04,7.92848952e-04
3.16602437e-04,2.82546086e-04,8.03168155e-03
3.92594424e-04,1.63489970e-04,1.98373052e-03
6.88801931e-04,2.70520806e-04,3.30164073e-03
1.11567627e-03,3.34988398e-04,5.35971759e-03
5.99809184e-04,1.51457050e-04,2.90499805e-03
1.26650735e-02,1.73303481e-04,3.84109591e-02
1.00928080e-03,2.20746074e-03,5.14967167e-03
4.34045681e-04,2.56764940e-02,9.59963841e-03
8.40855080e-03,1.17451537e-02,1.64004315e-03
1.79167993e-03,4.51826211e-03,3.68607653e-04
2.84682768e-04,7.98578298e-05,2.22353189e-03
8.94515340e-04,4.52085513e-04,4.26615373e-03
2.19357483e-03,1.21948235e-03,1.13404333e-02
2.33443787e-03,8.58448596e-04,1.05878593e-02
3.06897470e-03,6.76475386e-04,1.36763562e-02
1.98127933e-02,1.47877329e-04,4.05811655e-02
1.92357834e-03,3.55247164e-03,8.46121727e-03
