val/loss,val/step1,val/rollout_avg,epoch,step,train/loss,train/main,train/align,train/step1,train/rollout_avg
0.00014771727728657424,4.864262882620096e-05,0.0003302488476037979,0,1,,,,,
,,,0,1,0.01205036323517561,0.0008480508113279939,0.01120231207460165,,
0.00014648216892965138,4.5836030039936304e-05,0.00033548710052855313,1,3,,,,,
,,,1,3,0.008625401183962822,0.0006091163959354162,0.008016284555196762,,
0.00014706412912346423,4.399053068482317e-05,0.0003435786347836256,2,5,,,,,
,,,2,5,0.007858609780669212,0.0005895489011891186,0.007269060239195824,,
0.00014428776921704412,4.4050557335140184e-05,0.000334124022629112,3,7,,,,,
,,,3,7,0.008457835763692856,0.000575709156692028,0.007882126607000828,,
0.00014117624959908426,4.3501997424755245e-05,0.0003255808260291815,4,9,,,,,
,,,4,9,0.007883627898991108,0.0005204799235798419,0.00736314756795764,,
0.00013702153228223324,4.170805914327502e-05,0.0003177115577273071,5,11,,,,,
,,,5,11,0.00781828910112381,0.000525873270817101,0.007292415481060743,,
0.00013224704889580607,4.051615542266518e-05,0.00030576964491046965,6,13,,,,,
,,,6,13,0.007617173250764608,0.000505965668708086,0.00711120804771781,,
0.00012907711789011955,3.998702595708892e-05,0.0002969669585581869,7,15,,,,,
,,,7,15,0.007997159846127033,0.0004928767448291183,0.007504282984882593,,
0.00012657319894060493,3.904114055330865e-05,0.0002917734964285046,8,17,,,,,
,,,8,17,0.007648973260074854,0.0004852829151786864,0.007163690868765116,,
0.00012656539911404252,3.82501348212827e-05,0.00029438419733196497,9,19,,,,,
,,,9,19,0.007333551067858934,0.0004161729011684656,0.006917377933859825,,
0.00012934424739796668,3.8294223486445844e-05,0.00030350007000379264,10,21,,,,,
,,,10,21,0.0073660290800035,0.0004730146611109376,0.006893014535307884,,
0.00012921786401420832,3.8739206502214074e-05,0.000301595515338704,11,23,,,,,
,,,11,23,0.00716981990262866,0.0005044616991654038,0.006665357388556004,,
0.0001266290491912514,3.840106728603132e-05,0.00029409327544271946,12,25,,,,,
,,,12,25,0.006975786294788122,0.0004542978713288903,0.006521489005535841,,
0.00011829077266156673,3.726784780155867e-05,0.00027007641620002687,13,27,,,,,
,,,13,27,0.007016437593847513,0.0004442061763256788,0.006572231650352478,,
0.00011261700274189934,3.566009399946779e-05,0.0002565230242908001,14,29,,,,,
,,,14,29,0.006817292422056198,0.0004426165542099625,0.006374675780534744,,
0.0001149580130004324,3.615307286963798e-05,0.0002626831119414419,15,31,,,,,
,,,15,31,0.006552723702043295,0.00044115472701378167,0.0061115687713027,,
0.000117201627290342,3.6777280911337584e-05,0.0002680811448954046,16,33,,,,,
,,,16,33,0.006452258210629225,0.00047196983359754086,0.005980288609862328,,
0.00011642150639090687,3.472731259535067e-05,0.000272313947789371,17,35,,,,,
,,,17,35,0.006092976778745651,0.00031382759334519506,0.0057791490107774734,,
0.00012693559983745217,3.620386269176379e-05,0.00030243914807215333,18,37,,,,,
,,,18,37,0.006007210351526737,0.00027121641323901713,0.005735994316637516,,
0.00014926517906133085,3.6696634197141975e-05,0.00037522846832871437,19,39,,,,,
,,,19,39,0.005348293576389551,0.0005780250066891313,0.004770268220454454,,
0.00015918235294520855,3.6294070014264435e-05,0.00040962756611406803,20,41,,,,,
,,,20,41,0.0076842051930725574,0.0005798612837679684,0.007104344200342894,,
0.00014138250844553113,3.486525747575797e-05,0.0003550575056578964,21,43,,,,,
,,,21,43,0.007334957364946604,0.00019725042511709034,0.007137707434594631,,
0.00011882905528182164,3.4111122658941895e-05,0.00028239309904165566,22,45,,,,,
,,,22,45,0.0074689933098852634,0.00032780723995529115,0.007141186390072107,,
0.00010912155266851187,3.2797914172988385e-05,0.0002544121234677732,23,47,,,,,
,,,23,47,0.007561016827821732,0.0005613404209725559,0.006999675650149584,,
0.00010943473171209916,3.3607833756832406e-05,0.0002527563483454287,24,49,,,,,
,,,24,49,0.007638274226337671,0.0005334308953024447,0.007104842457920313,,
0.00010607913282001391,3.41057384503074e-05,0.00023991128546185791,25,51,,,,,
,,,25,51,0.008016879670321941,0.0005136880790814757,0.007503191474825144,,
9.994862921303138e-05,3.329190440126695e-05,0.00022218908998183906,26,53,,,,,
