delta_t,nrmse,mse
0.1,0.0025867470808442054,0.024772338037460977
0.2,0.011902343532885076,0.0419469739396807
0.3,0.06669774888418392,6.9442882217822195
0.4,0.17076393017511673,30.194460796197774
