epoch,step,train/align,train/loss,train/main,train/rollout_avg,train/step1,val/loss,val/rollout_avg,val/step1
0,0,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
0,0,0.016043763607740402,0.01707947440445423,0.0010357109131291509,,,,,
1,1,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
1,1,0.015984922647476196,0.02115127630531788,0.005166353192180395,,,,,
2,2,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
2,2,0.018193598836660385,0.01919659599661827,0.0010029971599578857,,,,,
3,3,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
3,3,0.019608834758400917,0.021032020449638367,0.0014231865061447024,,,,,
4,4,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
4,4,0.019732678309082985,0.020978352054953575,0.0012456740951165557,,,,,
5,5,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
5,5,0.01931673288345337,0.020274082198739052,0.0009573500719852746,,,,,
6,6,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
6,6,0.018618544563651085,0.019632743671536446,0.001014196895994246,,,,,
7,7,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
7,7,0.017951982095837593,0.019273223355412483,0.001321240677498281,,,,,
8,8,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
8,8,0.017362024635076523,0.018349770456552505,0.0009877458214759827,,,,,
9,9,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
9,9,0.01657993718981743,0.017675330862402916,0.0010953937890008092,,,,,
10,10,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
10,10,0.015289674513041973,0.016264917328953743,0.0009752424084581435,,,,,
11,11,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
11,11,0.01427397783845663,0.015293562784790993,0.0010195848299190402,,,,,
12,12,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
12,12,0.013504345901310444,0.014413751661777496,0.0009094063425436616,,,,,
13,13,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
13,13,0.013010842725634575,0.013850321061909199,0.0008394778706133366,,,,,
14,14,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
14,14,0.012551845982670784,0.0133243128657341,0.0007724671741016209,,,,,
15,15,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
15,15,0.012153396382927895,0.013071670196950436,0.0009182736393995583,,,,,
16,16,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
16,16,0.012003124691545963,0.012943769805133343,0.0009406465105712414,,,,,
17,17,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
17,17,0.012006064876914024,0.013000212609767914,0.0009941481985151768,,,,,
18,18,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
18,18,0.01193914283066988,0.01311428565531969,0.0011751425918191671,,,,,
19,19,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
19,19,0.011921088211238384,0.012850532308220863,0.0009294428746215999,,,,,
20,20,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
20,20,0.006291549652814865,0.007129841484129429,0.0008382919477298856,,,,,
21,21,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
21,21,0.006288588512688875,0.007790808565914631,0.0015022199368104339,,,,,
22,22,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
22,22,0.006118919234722853,0.006938320584595203,0.0008194014662876725,,,,,
23,23,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
23,23,0.005830945912748575,0.006848590914160013,0.0010176444193348289,,,,,
24,24,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
24,24,0.005470183677971363,0.006428600754588842,0.0009584170766174793,,,,,
25,25,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
25,25,0.0050497762858867645,0.005676399916410446,0.0006266236305236816,,,,,
26,26,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
26,26,0.004630806855857372,0.005872264038771391,0.0012414572993293405,,,,,
27,27,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
27,27,0.004267318174242973,0.005191762000322342,0.000924443535041064,,,,,
28,28,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
28,28,0.0038507042918354273,0.004836238920688629,0.0009855343960225582,,,,,
29,29,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
29,29,0.0035373535938560963,0.005209903232753277,0.0016725495224818587,,,,,
30,30,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
30,30,0.003351452061906457,0.004288633354008198,0.000937181175686419,,,,,
31,31,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
31,31,0.003147844457998872,0.004860070534050465,0.001712225959636271,,,,,
32,32,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
32,32,0.0029883345123380423,0.004421616438776255,0.0014332820428535342,,,,,
33,33,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
33,33,0.002739753806963563,0.003417371539399028,0.0006776176742278039,,,,,
34,34,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
34,34,0.0025331934448331594,0.0036283954977989197,0.001095202169381082,,,,,
35,35,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
35,35,0.002327223541215062,0.0040697865188121796,0.0017425629775971174,,,,,
36,36,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
36,36,0.0021214752923697233,0.003842407837510109,0.0017209325451403856,,,,,
37,37,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
37,37,0.0019445829093456268,0.0027620496693998575,0.0008174668182618916,,,,,
38,38,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
38,38,0.0018290510633960366,0.0030253638979047537,0.0011963129509240389,,,,,
39,39,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
39,39,0.0017647036584094167,0.0025906350929290056,0.0008259310270659626,,,,,
40,40,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
40,40,0.0016641240799799562,0.002252978505566716,0.00058885442558676,,,,,
41,41,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
41,41,0.0015619763871654868,0.0023491159081459045,0.0007871394627727568,,,,,
42,42,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
42,42,0.0014703714987263083,0.002546584000810981,0.0010762123856693506,,,,,
43,43,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
43,43,0.001391218276694417,0.0023154164664447308,0.0009241981315426528,,,,,
44,44,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
44,44,0.0012989615788683295,0.00230121286585927,0.0010022511705756187,,,,,
45,45,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
45,45,0.0012197421165183187,0.001988972071558237,0.0007692300132475793,,,,,
46,46,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
46,46,0.0011590957874432206,0.0026061723474413157,0.001447076559998095,,,,,
47,47,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
47,47,0.0011081681586802006,0.0022145328111946583,0.0011063646525144577,,,,,
48,48,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
48,48,0.001065111835487187,0.0017983884317800403,0.0007332765380851924,,,,,
49,49,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
49,49,0.0010322639718651772,0.0018325975397601724,0.0008003333932720125,,,,,
50,50,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
50,50,0.0010107011767104268,0.0017680134624242783,0.0007573122275061905,,,,,
51,51,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
51,51,0.0009823244763538241,0.002744646044448018,0.001762321568094194,,,,,
52,52,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
52,52,0.0009516781428828835,0.0020476733334362507,0.001095995306968689,,,,,
53,53,,,,,,6.062084867153317e-05,4.3656284105964005e-05,4.752396125695668e-05
53,53,0.0009298353106714785,0.001976515632122755,0.0010466802632436156,,,,,
