SINDy,HANDI,PSE,gEDMD,SR3
1.26634624e-01,4.37177686e-06,7.53597599e-02,7.01518103e-01,1.26620626e-01
1.25370668e-01,2.59428583e-06,7.42382026e-02,7.00872382e-01,1.25463798e-01
1.24615201e-01,1.56599105e-06,7.29884130e-02,7.00015063e-01,1.24729386e-01
1.24134239e-01,1.08394729e-06,7.16605577e-02,6.99434663e-01,1.24264276e-01
1.23976174e-01,9.14191013e-07,7.08239392e-02,1.33697670e-01,1.24135412e-01
1.23981548e-01,9.32372421e-07,7.08669967e-02,1.29831292e-01,1.24162918e-01
1.24179408e-01,1.09463434e-06,7.17305075e-02,1.28437598e-01,1.24368073e-01
1.24761907e-01,1.41208089e-06,7.31230189e-02,1.30772954e-01,1.24935308e-01
1.25573718e-01,1.97056093e-06,7.47773248e-02,1.37167632e-01,1.25689664e-01
1.26477536e-01,3.04505240e-06,7.64695029e-02,1.45336468e-01,1.26584566e-01
1.25515223e-01,3.59922240e-06,7.44091382e-02,6.98107084e-01,1.25618118e-01
1.24488429e-01,1.81889454e-06,7.30806248e-02,6.96515449e-01,1.24602453e-01
1.23350860e-01,9.22399415e-07,7.13567850e-02,6.94459530e-01,1.23467285e-01
1.22238478e-01,5.57507133e-07,6.93833288e-02,1.25919413e-01,1.22370266e-01
1.21664799e-01,4.49558789e-07,6.81218158e-02,1.22834566e-01,1.21844132e-01
1.21766961e-01,4.66648441e-07,6.83405544e-02,1.21506813e-01,1.21975053e-01
1.22437616e-01,5.63638382e-07,6.98074967e-02,1.22027563e-01,1.22636262e-01
1.23524466e-01,7.35506515e-07,7.17046123e-02,1.24819285e-01,1.23691030e-01
1.24585075e-01,1.00208169e-06,7.34798346e-02,1.35361727e-01,1.24686604e-01
1.25336146e-01,1.44375840e-06,7.48910568e-02,1.46849495e-01,1.25424572e-01
1.24907817e-01,2.96398078e-06,7.35306435e-02,1.41012248e-01,1.25020742e-01
1.23619924e-01,1.27763164e-06,7.17838613e-02,1.35136072e-01,1.23743498e-01
1.21662413e-01,5.34245743e-07,6.88809778e-02,1.22562184e-01,1.21794785e-01
1.18680604e-01,2.86295754e-07,6.47718420e-02,1.17928943e-01,1.18808390e-01
1.16038255e-01,2.30680681e-07,6.13936143e-02,1.14484825e-01,1.16185146e-01
1.16228565e-01,2.42164684e-07,6.15994318e-02,1.14200397e-01,1.16434711e-01
1.18864181e-01,2.90969667e-07,6.50739200e-02,1.16718129e-01,1.19099679e-01
1.21560798e-01,3.73060685e-07,6.88550964e-02,1.19116424e-01,1.21754728e-01
1.23403999e-01,4.97598957e-07,7.15442289e-02,1.22889103e-01,1.23513067e-01
1.24538317e-01,6.86282947e-07,7.31464374e-02,1.35175239e-01,1.24625648e-01
1.24407801e-01,2.44475193e-06,7.26798267e-02,1.23515114e-01,1.24497696e-01
1.22656777e-01,9.39444694e-07,7.03367953e-02,1.21654505e-01,1.22770980e-01
1.19146939e-01,3.42238216e-07,6.53199188e-02,1.17880902e-01,1.19263403e-01
1.10409304e-01,1.72203687e-07,5.58882675e-02,1.07892386e-01,1.10312468e-01
9.57170226e-02,1.24375880e-07,4.49919942e-02,9.01720440e-02,9.48755772e-02
9.56287794e-02,1.27519287e-07,4.50287629e-02,9.03142491e-02,9.49630836e-02
1.10217449e-01,1.78836438e-07,5.58463849e-02,1.07847796e-01,1.10392998e-01
