HANDI,ablationA,ortho
1.35779725e-05,6.53989735e-03,3.05922940e-04
8.97930094e-06,4.33971039e-03,2.11715089e-04
5.99400583e-06,2.68438950e-03,1.58989259e-04
4.34506365e-06,1.72044658e-03,1.47972890e-04
3.65187676e-06,1.27426120e-03,1.63721593e-04
3.66683198e-06,1.18394316e-03,1.84012599e-04
4.25878016e-06,1.37947898e-03,1.98339703e-04
5.39914105e-06,1.85152910e-03,2.11073066e-04
7.20624396e-06,2.53932793e-03,2.29638849e-04
1.02968987e-05,3.14761973e-03,2.57199184e-04
1.01603123e-05,2.85894128e-03,2.97068781e-04
5.52806649e-06,1.73092602e-03,1.91368887e-04
2.91583761e-06,9.50550553e-04,1.17098931e-04
1.63380066e-06,5.10210929e-04,8.07826649e-05
1.15664786e-06,3.14845060e-04,7.43006345e-05
1.17062765e-06,2.75811282e-04,8.13052370e-05
1.55139018e-06,3.63361460e-04,9.57199989e-05
2.28175733e-06,6.15380787e-04,1.20336041e-04
3.34687845e-06,1.05750527e-03,1.56594365e-04
4.83436750e-06,1.47091853e-03,2.02035288e-04
7.44349271e-06,1.48192534e-03,2.82884950e-04
3.19551761e-06,7.46241252e-04,1.66869523e-04
1.18309473e-06,3.05689734e-04,7.82120201e-05
4.07128765e-07,1.04869439e-04,2.93043555e-05
2.00106953e-07,3.93847068e-05,1.37727617e-05
2.12378141e-07,2.87907263e-05,1.37185629e-05
3.69661619e-07,5.17241015e-05,2.54271902e-05
7.12205121e-07,1.42801396e-04,5.47921793e-05
1.25741466e-06,3.58501612e-04,1.03002012e-04
1.99040582e-06,5.97752299e-04,1.62880747e-04
5.38919690e-06,9.88440975e-04,2.63312436e-04
1.80588401e-06,3.75717532e-04,1.39440049e-04
4.26144733e-07,9.20616663e-05,4.66089419e-05
6.91954235e-08,1.25859896e-05,5.99458080e-06
1.96463790e-08,1.23694780e-06,3.68753067e-06
2.39303620e-08,5.45749418e-07,5.06642007e-06
8.36096197e-08,3.49816426e-06,3.05985966e-06
2.76396911e-07,2.57257769e-05,2.03257659e-05
6.23878555e-07,9.93342755e-05,7.02502608e-05
1.06553266e-06,1.98722987e-04,1.38470980e-04
3.84511165e-06,9.47095292e-04,2.43683283e-04
1.06063579e-06,3.01194697e-04,1.16018406e-04
1.66858843e-07,4.55572191e-05,2.61255008e-05
1.44591942e-08,1.88442857e-06,2.54473808e-06
1.30618843e-09,3.55124645e-08,6.53644455e-06
1.10399884e-09,1.30462498e-08,1.03278137e-05
3.69348449e-08,3.77873023e-07,6.53209729e-06
2.88780350e-07,8.09734235e-06,9.94385631e-06
8.00530654e-07,3.53003681e-05,5.74724614e-05
1.35384917e-06,7.75422041e-05,1.28199406e-04
2.67341475e-06,1.12554912e-03,2.30368219e-04
7.11778105e-07,3.79762986e-04,1.05700201e-04
1.13316604e-07,5.88761525e-05,2.03420545e-05
1.40807240e-08,2.48502920e-06,3.30596601e-06
1.05123694e-09,2.34967754e-08,9.74870081e-06
1.54159468e-09,2.43959685e-08,6.55629844e-06
5.81584963e-08,7.00057381e-07,3.93140248e-06
4.84181553e-07,1.76383289e-05,1.28585734e-05
1.37230240e-06,7.88830809e-05,6.21315644e-05
2.31572156e-06,1.82669908e-04,1.30836721e-04
1.96722857e-06,1.32319044e-03,2.25636147e-04
7.10164859e-07,5.39885486e-04,1.12512308e-04
2.34743827e-07,1.18533003e-04,3.18619612e-05
7.76934475e-08,1.28469867e-05,3.24505242e-06
2.97815033e-08,8.49951766e-07,5.07159203e-06
4.61546888e-08,1.06503234e-06,2.86338657e-06
2.55088167e-07,1.10127161e-05,4.36666605e-06
1.03089221e-06,7.83334558e-05,2.95337644e-05
2.36934042e-06,2.62244566e-04,8.10346602e-05
3.74039750e-06,5.48724408e-04,1.43391587e-04
2.16005767e-06,1.39255585e-03,2.27999271e-04
1.32768974e-06,7.13428626e-04,1.33434348e-04
8.11291289e-07,2.32669497e-04,6.22922242e-05
4.84432611e-07,5.56727528e-05,2.35563926e-05
3.45402307e-07,1.99029504e-05,1.02923354e-05
4.52701217e-07,3.79964411e-05,1.23470774e-05
1.01809675e-06,1.16629809e-04,2.96078407e-05
2.28928019e-06,3.29628912e-04,6.35586329e-05
4.05402437e-06,7.21394358e-04,1.10102160e-04
5.72115336e-06,1.24445119e-03,1.61817026e-04
3.66193584e-06,1.28279424e-03,2.37921635e-04
3.08629640e-06,7.98644898e-04,1.65310892e-04
2.47078048e-06,3.54758217e-04,1.10619451e-04
1.93925875e-06,1.52679204e-04,7.78517500e-05
1.68103792e-06,1.50515432e-04,6.53862070e-05
1.90763085e-06,2.96057286e-04,6.96043132e-05
2.85500910e-06,5.77568095e-04,8.62701627e-05
4.56733977e-06,1.01225151e-03,1.11906701e-04
6.64812133e-06,1.57272751e-03,1.44450679e-04
8.48262808e-06,2.20286046e-03,1.82342504e-04
6.17389172e-06,1.01466354e-03,2.60615186e-04
6.25947574e-06,7.16365157e-04,2.10293964e-04
5.89016606e-06,4.22671260e-04,1.75884452e-04
5.32025141e-06,3.55300699e-04,1.58056982e-04
4.90604847e-06,5.69197518e-04,1.53323979e-04
5.03726129e-06,1.00222971e-03,1.55715504e-04
6.04762901e-06,1.52921252e-03,1.60346627e-04
7.92389975e-06,2.04161240e-03,1.67246496e-04
1.01739426e-05,2.47409036e-03,1.80068586e-04
1.21773417e-05,2.85063359e-03,2.02527452e-04
