EDMD,SINDy,HANDI,PSE,gEDMD,wSINDy,SR3
1.72491852e-01,8.56542483e-01,1.01469522e-05,9.50522363e-01,4.15888727e-01,3.38211431e-05,8.56612051e-01
5.69424271e-02,8.56538360e-01,8.18231948e-06,9.48456540e-01,4.24923302e-01,2.96897817e-05,8.56460518e-01
1.70114762e-02,8.56486454e-01,7.54456902e-06,9.47668713e-01,4.30609533e-01,4.16068014e-05,8.56413262e-01
1.81123536e-02,8.56675454e-01,8.60960101e-06,9.48147736e-01,4.36093160e-01,8.45696603e-05,8.56716117e-01
8.94289494e-02,8.57344124e-01,1.53207460e-05,9.48927884e-01,4.42106980e-01,1.74445226e-04,8.57471462e-01
2.17084839e-01,8.58219863e-01,3.35999613e-05,9.49944510e-01,4.48495641e-01,3.16908926e-04,8.58357574e-01
3.07172385e-01,8.58548494e-01,7.57976903e-05,9.55737822e-01,4.55137008e-01,5.20882943e-04,8.58663736e-01
2.64536129e-01,8.57209410e-01,1.18369406e-05,9.50209310e-01,4.04356820e-01,1.71030129e-05,8.57499557e-01
8.06982136e-02,8.56906560e-01,6.87349552e-06,9.47146907e-01,4.14674099e-01,9.44270059e-06,8.57001339e-01
4.22831646e-02,8.56540282e-01,6.21243304e-06,9.44497914e-01,4.20282802e-01,1.02426365e-05,8.56464018e-01
2.13989662e-02,8.56327381e-01,6.22371964e-06,9.44740415e-01,4.20603051e-01,9.58339759e-06,8.56321875e-01
9.70038344e-03,8.56755901e-01,5.83236766e-06,9.46287633e-01,4.23906843e-01,1.29248189e-05,8.56895867e-01
3.09360603e-02,8.57648891e-01,8.77578717e-06,9.47693629e-01,4.29789143e-01,4.77984381e-05,8.57811758e-01
1.01225751e-01,8.58425128e-01,2.22518516e-05,9.49231420e-01,4.37189961e-01,1.35695769e-04,8.58538749e-01
1.72256973e-01,8.58191735e-01,6.12543105e-05,9.52175011e-01,4.45441045e-01,2.96488857e-04,8.58273261e-01
2.75598635e-01,8.57033752e-01,1.22668163e-05,9.48273302e-01,4.04945517e-01,1.54992628e-05,8.57300873e-01
6.93555537e-02,8.56066646e-01,5.26326662e-06,9.45707954e-01,3.98390194e-01,1.12237917e-05,8.56347363e-01
3.48130091e-02,8.53713268e-01,3.55783657e-06,9.37574088e-01,4.15192752e-01,4.05368575e-05,8.53854117e-01
