EDMD,SINDy,HANDI,PSE,gEDMD,wSINDy,SR3
9.00698383e+00,1.24597101e-01,1.43597389e-01,4.55857894e+01,1.34560540e+00,9.61190229e-02,1.99200505e-01
1.41851918e-01,1.92134185e-01,1.72261751e-01,5.33010106e+01,2.93710500e-01,2.40884215e-01,3.51121526e-01
6.79310998e-02,4.15851780e-01,1.86920744e-02,5.44399362e+01,4.80805335e-02,1.62813915e-01,4.88862562e-01
7.87451131e-02,4.36178393e-01,4.41598423e-03,4.98339367e+01,7.42682451e-02,5.10473372e-02,4.29384126e-01
1.01326340e-01,3.22329747e-01,4.32182500e-02,4.29473261e+01,2.17459900e-02,1.55806856e-02,3.57960410e-01
3.00925600e-01,2.29721838e-01,7.29106177e-02,3.56113200e+01,2.06763680e-01,3.00432321e-02,3.38320311e-01
5.38452424e-01,2.29394511e-01,3.88297133e-02,2.91478186e+01,5.00684627e-01,1.03474956e-01,3.55866959e-01
1.25579531e+00,1.78710226e-01,1.39344512e-01,2.39747889e+01,8.81057190e-01,1.75804205e-01,2.81109858e-01
2.55108650e+00,2.11604164e-01,1.22447482e-02,1.80000690e+01,2.99134871e+00,7.34961211e-01,4.05536025e-01
1.47497274e+00,1.36717225e+00,4.14514059e-03,1.55797898e+01,1.21118177e+00,5.95025583e-01,2.06210874e+00
2.60196216e-01,8.16756306e-02,1.28511394e-01,3.04360508e+01,1.22498039e+00,3.05214011e-02,1.73697894e-01
8.42308009e-02,1.54955573e-01,1.22139904e-01,3.77778117e+01,1.66539585e-01,9.13866892e-02,3.09578943e-01
1.04013648e-01,2.96354042e-01,1.84109932e-02,3.81224201e+01,7.61126453e-02,3.12860377e-02,3.02725810e-01
1.17627499e-01,3.24038958e-01,2.27274495e-03,3.40788924e+01,9.53028041e-02,7.44686840e-03,2.20863787e-01
1.05673399e-01,2.64253370e-01,1.23118459e-02,2.85734253e+01,4.83313438e-02,4.06555789e-03,1.68776657e-01
1.57635280e-01,2.15614020e-01,2.10252329e-02,2.28962224e+01,8.36932876e-02,1.55363532e-02,2.16099721e-01
2.58631316e-01,1.59473684e-01,5.95933237e-02,1.78289919e+01,1.42191491e-01,2.86707942e-02,2.22915774e-01
8.66973487e-01,1.48737182e-01,2.36449404e-02,1.35602104e+01,3.39151408e-01,1.00373712e-01,2.08599258e-01
1.75319334e+00,2.35368217e-01,1.08446557e-02,8.27288353e+00,8.84903489e-02,2.83330334e-01,4.11500899e-01
1.07843977e+00,9.93065876e-01,9.70587557e-03,7.70039300e+00,1.36745450e-01,2.24736232e-01,1.56861151e+00
5.11484679e-01,4.50608011e-02,1.19936416e-01,1.85336907e+01,1.11624347e+00,6.07447691e-03,1.18821978e-01
6.59831224e-02,8.20164184e-02,7.58407177e-02,2.47836290e+01,1.01327118e-01,1.13524857e-02,1.51816845e-01
1.21790240e-01,2.15674982e-01,1.38393196e-02,2.45566916e+01,4.47702426e-02,6.12080673e-03,1.56418629e-01
2.22884545e-01,2.46817896e-01,3.17782838e-03,2.11565448e+01,2.35825026e-02,3.45314772e-03,8.77151682e-02
2.44610766e-01,1.92439045e-01,2.28671807e-03,1.69301715e+01,1.86087008e-02,3.05269617e-03,4.16912021e-02
1.07058056e-01,1.77378946e-01,7.81758381e-03,1.28427608e+01,4.95090260e-02,5.74003131e-03,6.51828491e-02
1.26209068e-01,1.38725865e-01,3.08944539e-02,9.33596287e+00,5.21111565e-02,8.44747227e-03,9.55795343e-02
4.60280549e-01,8.99065236e-02,3.84436832e-02,6.04408393e+00,3.57304718e-02,1.81002120e-02,7.03125661e-02
1.10251282e+00,2.07336792e-01,3.28670674e-02,2.57396610e+00,5.10183714e-02,5.82793506e-02,3.95813631e-01
8.47219591e-01,6.85792238e-01,3.93026248e-03,2.74234742e+00,3.75532585e-02,6.30544010e-02,1.10010344e+00
7.28288912e-01,3.13718847e-02,1.10737687e-01,9.79510586e+00,1.02562095e+00,1.76571039e-04,4.55090646e-02
8.46517202e-02,4.68519134e-02,2.93137704e-02,1.44642120e+01,8.05740424e-02,3.56788329e-03,4.78722668e-02
1.09069061e-01,1.34399748e-01,1.04231249e-02,1.38592759e+01,1.16803706e-02,1.70436965e-03,5.62045100e-02
5.68802539e-01,1.64730509e-01,5.42793646e-03,1.11319710e+01,7.40481732e-02,8.90523150e-04,3.27544197e-02
6.83737113e-01,1.27702674e-01,7.75861098e-03,8.09954080e+00,3.06831043e-01,1.38559817e-03,8.66683410e-02
2.77377330e-01,1.71387345e-01,2.37529667e-03,5.62186759e+00,9.36281729e-02,3.07145463e-03,9.25335688e-02
9.97432741e-02,1.41205657e-01,7.36376951e-03,3.81041494e+00,3.93705925e-02,4.96252737e-03,6.11158440e-02
2.93408518e-01,6.54668472e-02,1.47044727e-02,2.02783313e+00,3.06663596e-02,4.05338282e-03,3.16068950e-02
7.24000094e-01,1.39932532e-01,2.87141714e-02,6.96053505e-01,2.45802565e-02,5.42286583e-03,2.92666501e-01
9.16977480e-01,4.07797252e-01,6.31848301e-03,5.29563227e-01,1.93266660e-01,5.09830268e-03,6.15315894e-01
9.27290327e-01,7.32173109e-02,7.83982479e-02,4.05058779e+00,9.40371698e-01,1.96897651e-03,4.03226415e-02
7.78309346e-02,3.63380597e-02,8.62885669e-03,6.88056905e+00,5.00810339e-02,4.26333131e-03,4.49796210e-02
1.56828029e-01,8.86290021e-02,5.05081177e-03,6.26893452e+00,2.42762875e-02,7.33343805e-03,3.22324058e-02
7.47726832e-01,1.26090074e-01,4.11878204e-03,4.26785349e+00,7.63580025e-02,1.31054051e-03,4.53011952e-02
4.93215794e-01,7.97730757e-02,9.62141754e-03,2.13500044e+00,6.15562654e-01,5.57010508e-03,1.62215890e-01
8.70220627e-01,1.86742462e-01,1.28844127e-02,1.41539349e+00,4.50577319e-01,1.99913971e-03,2.47749819e-01
7.52114400e-01,1.58902092e-01,2.67546748e-03,1.72959600e+00,3.27586101e-02,3.56141440e-03,7.26871577e-02
2.48490991e-01,6.41366917e-02,1.02581373e-02,2.12351492e+00,2.73250310e-02,7.25530760e-03,3.58221607e-02
6.45155203e-01,8.00968107e-02,2.81453999e-02,2.24127362e+00,2.61389477e-02,5.56067996e-03,1.57923195e-01
