EDMD,SINDy,HANDI,PSE,gEDMD,wSINDy,SR3
0,6.44936178e-01,9.93545005e-01,6.48488696e-01,8.25872909e-01,1.50017140e-01,6.44974769e-01
0,6.45368219e-01,9.97777201e-01,6.48468780e-01,8.25934724e-01,2.21140204e-01,6.45412259e-01
0,6.45522742e-01,9.99219502e-01,6.48481684e-01,8.26004474e-01,3.76737508e-01,6.45568105e-01
0,6.45163148e-01,9.99593645e-01,6.48809067e-01,8.26070549e-01,4.20334605e-01,6.45207024e-01
0,6.44054500e-01,9.99599328e-01,6.49309590e-01,8.26112700e-01,4.40244580e-01,6.44088723e-01
0,6.43796543e-01,9.99396949e-01,6.49701872e-01,8.26112710e-01,4.39220505e-01,6.43828125e-01
0,6.44032444e-01,9.98947019e-01,6.49813581e-01,8.26070594e-01,4.26985309e-01,6.44067162e-01
0,6.44073915e-01,9.98167704e-01,6.49479235e-01,8.26004550e-01,3.78270215e-01,6.44109139e-01
0,6.44048048e-01,9.96837328e-01,6.48951856e-01,8.25934822e-01,2.11782616e-01,6.44083323e-01
0,6.44146460e-01,9.93134723e-01,6.48488696e-01,8.25873021e-01,0.00000000e+00,6.44178548e-01
0,6.44784945e-01,9.94598458e-01,6.48951856e-01,8.25934807e-01,1.29912479e-01,6.44821565e-01
0,6.45292770e-01,9.98630819e-01,6.48899811e-01,8.26035042e-01,3.83919179e-01,6.45332034e-01
0,6.45660568e-01,9.99763552e-01,6.48948414e-01,8.26163501e-01,4.74470811e-01,6.45711330e-01
0,6.45552863e-01,9.99954953e-01,6.49401687e-01,8.26303527e-01,5.60475821e-01,6.45605898e-01
0,6.44390205e-01,9.99971920e-01,6.49943230e-01,8.26404116e-01,6.40063472e-01,6.44426635e-01
0,6.44300524e-01,9.99973354e-01,6.50154346e-01,8.26404155e-01,6.39146561e-01,6.44330715e-01
0,6.44641700e-01,9.99971078e-01,6.50062964e-01,8.26303615e-01,5.61196085e-01,6.44673895e-01
0,6.44590576e-01,9.99965988e-01,6.49529221e-01,8.26163602e-01,4.71503260e-01,6.44621864e-01
0,6.44491473e-01,9.99959659e-01,6.48899811e-01,8.26035145e-01,2.16990718e-01,6.44520152e-01
0,6.44506545e-01,9.99924144e-01,6.48468780e-01,8.25934912e-01,1.44979827e-01,6.44526751e-01
0,6.44731148e-01,9.96944595e-01,6.49479235e-01,8.26004669e-01,2.48243136e-01,6.44767328e-01
0,6.45276467e-01,9.99473915e-01,6.49529221e-01,8.26163632e-01,4.47755304e-01,6.45313429e-01
0,6.45982167e-01,9.99957902e-01,6.49766853e-01,8.26404303e-01,6.12496837e-01,6.46023155e-01
0,6.46492340e-01,9.99959925e-01,6.50789390e-01,8.26729652e-01,6.50513480e-01,6.46545605e-01
0,6.45573052e-01,9.99976243e-01,6.51495422e-01,8.27018904e-01,6.99245355e-01,6.45615464e-01
0,6.45536856e-01,9.99965515e-01,6.51195465e-01,8.27018956e-01,6.99274726e-01,6.45566158e-01
0,6.45739303e-01,9.99972272e-01,6.50693696e-01,8.26729745e-01,6.51817954e-01,6.45767202e-01
0,6.45320971e-01,9.99907146e-01,6.49766851e-01,8.26404388e-01,6.14119891e-01,6.45347421e-01
