delta_t,nrmse,mse
0.1,0.008484949865990654,0.020857629406080776
0.2,0.028684562348955635,0.2383761722116834
0.3,0.10191947252649096,3.0094055685493886
0.4,0.2692634595970552,21.00492951218897
0.5,0.5331514212734001,82.3507441794716
0.6,0.8478436170321613,208.25617878818662
0.7,1.1460992974117212,380.5492568178845
