epoch,step,train/align,train/loss,train/main,train/rollout_avg,train/step1,val/loss,val/rollout_avg,val/step1
0,10,,,,,,3.564402140909806e-05,3.651161750894971e-05,2.4690534701221623e-05
0,10,0.10172704607248306,0.1017385944724083,1.1539224942680448e-05,,,,,
1,21,,,,,,3.315691719762981e-05,3.165824091411196e-05,2.365944419580046e-05
1,21,0.3815525472164154,0.381558895111084,6.335616035357816e-06,,,,,
2,32,,,,,,3.3214862924069166e-05,3.178033875883557e-05,2.3680760932620615e-05
2,32,16.187484741210938,16.187490463256836,4.10274651585496e-06,,,,,
3,43,,,,,,3.330322579131462e-05,3.194505916326307e-05,2.371970913372934e-05
3,43,1.7686593532562256,1.7686684131622314,8.959344086179044e-06,,,,,
4,54,,,,,,3.4177370253019035e-05,3.3625321520958096e-05,2.4089773432933725e-05
4,54,4.3155364990234375,4.315541744232178,5.320908712747041e-06,,,,,
5,65,,,,,,3.51664493791759e-05,3.553340502548963e-05,2.450642568874173e-05
5,65,0.46328526735305786,0.4632888436317444,3.5644957279146183e-06,,,,,
6,76,,,,,,3.6104444006923586e-05,3.734846904990263e-05,2.4899904019548558e-05
6,76,0.20857252180576324,0.20857544243335724,2.9246425583551172e-06,,,,,
7,87,,,,,,3.7442270695464686e-05,3.994252983829938e-05,2.5459512471570633e-05
7,87,0.5256118178367615,0.5256145596504211,2.6514996989135398e-06,,,,,
8,98,,,,,,3.7857294955756515e-05,4.074199023307301e-05,2.563470116001554e-05
8,98,7.619293212890625,7.619295597076416,2.594429588498315e-06,,,,,
9,109,,,,,,3.658462446765043e-05,3.826888132607564e-05,2.510395643184893e-05
9,109,50.93277359008789,50.932777404785156,8.348547453351784e-06,,,,,
10,120,,,,,,3.728644151124172e-05,3.963636845583096e-05,2.5395533157279715e-05
10,120,0.21662390232086182,0.21663308143615723,9.149306606559549e-06,,,,,
11,131,,,,,,3.750667747226544e-05,4.0054776036413386e-05,2.5490246116532944e-05
11,131,0.32033905386924744,0.3203431963920593,4.128674845560454e-06,,,,,
12,142,,,,,,3.7668185541406274e-05,4.0362625441048294e-05,2.555939499870874e-05
12,142,0.5901897549629211,0.5901926755905151,2.985194214488729e-06,,,,,
13,153,,,,,,3.78392287530005e-05,4.069259739480913e-05,2.5631450625951402e-05
13,153,3.955402374267578,3.9554049968719482,2.598936362119275e-06,,,,,
14,164,,,,,,3.823662336799316e-05,4.145945786149241e-05,2.57987867371412e-05
14,164,1.6324503421783447,1.6324529647827148,2.5134149836958386e-06,,,,,
15,175,,,,,,3.868112980853766e-05,4.2318020859966055e-05,2.598572609713301e-05
15,175,0.15149760246276855,0.15150007605552673,2.4628423034300795e-06,,,,,
16,186,,,,,,3.8917834899621084e-05,4.276883919374086e-05,2.608718023111578e-05
16,186,154.6532745361328,154.6532745361328,2.5663325686764438e-06,,,,,
17,197,,,,,,3.829071647487581e-05,4.156402064836584e-05,2.5821509552770294e-05
17,197,0.3140150308609009,0.3140430450439453,2.800311085593421e-05,,,,,
18,208,,,,,,3.89684246329125e-05,4.286018156562932e-05,2.6110370527021587e-05
18,208,0.8472102284431458,0.847228467464447,1.813462222344242e-05,,,,,
19,219,,,,,,3.879791984218173e-05,4.2520026909187436e-05,2.6041907403850928e-05
19,219,5.974398612976074,5.974404811859131,5.755233360105194e-06,,,,,
20,230,,,,,,3.938925146940164e-05,4.3668256694218144e-05,2.628877518873196e-05
20,230,0.1602049618959427,0.16020824015140533,3.274803930253256e-06,,,,,
21,241,,,,,,3.9924347220221534e-05,4.470274507184513e-05,2.6513527700444683e-05
21,241,1.2035231590270996,1.2035257816314697,2.659354322531726e-06,,,,,
22,252,,,,,,4.027174145448953e-05,4.5377324568107724e-05,2.6658544811652973e-05
22,252,0.14129579067230225,0.14129818975925446,2.4144017061189516e-06,,,,,
23,263,,,,,,4.009465192211792e-05,4.5034939830657095e-05,2.6584166334941983e-05
23,263,1.6964080333709717,1.6964102983474731,2.3248842353496e-06,,,,,
24,274,,,,,,4.029497358715162e-05,4.542422539088875e-05,2.6667708880268037e-05
24,274,0.449520468711853,0.4495227634906769,2.2997514861344825e-06,,,,,
25,285,,,,,,4.0345523302676156e-05,4.552047175820917e-05,2.6689382139011286e-05
25,285,0.4263228178024292,0.42632508277893066,2.271462335556862e-06,,,,,
26,296,,,,,,4.041660940856673e-05,4.5657925511477515e-05,2.6719231755123474e-05
26,296,0.4651814103126526,0.4651836156845093,2.240386493213009e-06,,,,,
27,307,,,,,,4.042133514303714e-05,4.56679736089427e-05,2.672094342415221e-05
27,307,0.17955128848552704,0.17955349385738373,2.2196747977432096e-06,,,,,
28,318,,,,,,4.0626426198286936e-05,4.606488437275402e-05,2.6806957976077683e-05
28,318,0.8652265071868896,0.8652287125587463,2.204875727329636e-06,,,,,
29,329,,,,,,4.047946276841685e-05,4.577960862661712e-05,2.6745577997644432e-05
29,329,9.99161148071289,9.99161434173584,2.20356969293789e-06,,,,,
30,340,,,,,,4.0166294638765976e-05,4.517434354056604e-05,2.6613986847223714e-05
30,340,0.24935655295848846,0.24935884773731232,2.2799583803134738e-06,,,,,
31,351,,,,,,4.0280629036715254e-05,4.5394172047963366e-05,2.666237560333684e-05
31,351,74.26081085205078,74.26081085205078,2.297437049492146e-06,,,,,
32,362,,,,,,4.040841304231435e-05,4.564164919429459e-05,2.6715919375419617e-05
32,362,1.6652339696884155,1.6652365922927856,2.4101088911265833e-06,,,,,
33,373,,,,,,4.056969191879034e-05,4.5953802327858284e-05,2.6783547582454048e-05
