epoch,step,train/loss,train/rollout_avg,train/step1,val/loss,val/rollout_avg,val/step1
52,582,,,,77880.9140625,259602.828125,0.0643002837896347
52,582,1162836.75,3876121.25,0.2758203446865082,,,
53,593,,,,111678.296875,372260.90625,0.017903555184602737
53,593,800845.6875,2669484.75,0.13646164536476135,,,
54,604,,,,119435.0625,398116.5625,0.07362379878759384
54,604,1662575.125,5541916.0,0.2592714726924896,,,
55,615,,,,131062.125,436873.65625,0.02758617326617241
55,615,1014922.625,3383075.5,0.12079371511936188,,,
56,626,,,,98303.3828125,327677.84375,0.02005079761147499
56,626,1396532.625,4655108.0,0.17819160223007202,,,
57,637,,,,104281.484375,347604.875,0.024027589708566666
57,637,811909.0,2706363.0,0.09655056893825531,,,
58,648,,,,92713.5859375,309045.03125,0.07328202575445175
58,648,1483281.625,4944271.5,0.1990271657705307,,,
59,659,,,,109317.484375,364391.5625,0.015785010531544685
59,659,806157.8125,2687192.25,0.1017753928899765,,,
60,670,,,,90538.625,301795.1875,0.058922216296195984
60,670,1361225.75,4537418.5,0.19427786767482758,,,
61,681,,,,103712.296875,345707.5625,0.011550490744411945
61,681,783430.5625,2611434.75,0.12343201041221619,,,
62,692,,,,196515.890625,655052.5,0.11108424514532089
62,692,2498439.5,8328130.5,0.24094201624393463,,,
63,703,,,,279138.4375,930461.375,0.008287317119538784
63,703,2328911.75,7763037.5,0.15845076739788055,,,
64,714,,,,337501.40625,1125004.25,0.083947092294693
64,714,4821691.5,16072305.0,0.29215332865715027,,,
65,725,,,,268403.5625,894678.375,0.019374078139662743
65,725,2093084.375,6976947.0,0.15808075666427612,,,
66,736,,,,237334.921875,791115.875,0.13616661727428436
66,736,3504060.75,11680201.0,0.3594970703125,,,
67,747,,,,182030.71875,606769.0,0.028221070766448975
67,747,1424286.75,4747622.5,0.16332852840423584,,,
68,758,,,,94531.6796875,315105.375,0.0716484785079956
68,758,1396253.25,4654176.0,0.3180912435054779,,,
69,769,,,,98116.765625,327055.78125,0.028435779735445976
69,769,780658.375,2602194.0,0.1549166589975357,,,
70,780,,,,59913.22265625,199710.46875,0.08623708784580231
70,780,856626.8125,2855421.5,0.3224117159843445,,,
71,791,,,,50425.3203125,168084.28125,0.029361838474869728
71,791,408915.375,1363050.75,0.15544304251670837,,,
72,802,,,,38452.53125,128174.9609375,0.03938433900475502
72,802,548058.3125,1826860.25,0.2786378562450409,,,
73,813,,,,38750.83984375,129169.3515625,0.03892749175429344
73,813,308320.21875,1027733.6875,0.11920041590929031,,,
74,824,,,,41286.90625,137622.890625,0.0383208766579628
74,824,578739.9375,1929132.375,0.23346520960330963,,,
75,835,,,,18027.611328125,60091.91015625,0.0381714403629303
75,835,144920.15625,483066.84375,0.09675732254981995,,,
76,846,,,,13375.1240234375,44583.6328125,0.03475610911846161
76,846,195699.203125,652329.875,0.19977745413780212,,,
77,857,,,,10285.818359375,34285.98046875,0.0244015920907259
77,857,82510.140625,275033.5,0.09341078251600266,,,
78,868,,,,9599.0234375,31996.59375,0.04479004442691803
78,868,135503.203125,451676.71875,0.18620797991752625,,,
79,879,,,,7533.32275390625,25111.0234375,0.014972645789384842
79,879,58946.09765625,196486.671875,0.10077115893363953,,,
80,890,,,,7960.53857421875,26534.884765625,0.0725385919213295
80,890,116176.296875,387253.5,0.23424534499645233,,,
81,901,,,,5287.89892578125,17626.23046875,0.028989475220441818
81,901,43138.5546875,143794.875,0.0904674082994461,,,
82,912,,,,6118.79638671875,20395.8828125,0.032078828662633896
82,912,89796.671875,299321.65625,0.17754487693309784,,,
83,923,,,,5474.24951171875,18247.36328125,0.040675897151231766
83,923,46523.6953125,155078.78125,0.06116780266165733,,,
84,934,,,,4794.38232421875,15981.2373046875,0.010692954994738102
84,934,68062.5625,226874.859375,0.11321663856506348,,,
85,945,,,,3247.294921875,10824.228515625,0.026382310315966606
85,945,27503.5,91678.1640625,0.04664290323853493,,,
86,956,,,,2745.358154296875,9151.10546875,0.02681615762412548
86,956,41097.52734375,136991.4375,0.10073383897542953,,,
87,967,,,,1518.6038818359375,5061.93310546875,0.023843782022595406
87,967,12758.982421875,42529.82421875,0.03631652146577835,,,
88,978,,,,689.35546875,2297.83056640625,0.006215404719114304
88,978,10221.099609375,34070.12109375,0.06320805847644806,,,
89,989,,,,262.9405822753906,876.3846435546875,0.02520299330353737
89,989,2016.9290771484375,6723.01708984375,0.023818645626306534,,,
90,1000,,,,139.13279724121094,463.7251892089844,0.015223382972180843
90,1000,1942.6331787109375,6475.2626953125,0.054477106779813766,,,
91,1011,,,,100.14091491699219,333.7579650878906,0.013512843288481236
91,1011,800.298583984375,2667.581298828125,0.024201633408665657,,,
92,1022,,,,99.34044647216797,331.0928039550781,0.012597252614796162
92,1022,1276.9490966796875,4256.35107421875,0.04370437189936638,,,
93,1033,,,,68.8051528930664,229.29232788085938,0.017459027469158173
93,1033,543.2801513671875,1810.8795166015625,0.016279760748147964,,,
94,1044,,,,52.68295669555664,175.56472778320312,0.013539870269596577
94,1044,706.9957275390625,2356.527099609375,0.03764006868004799,,,
95,1055,,,,42.64202117919922,142.09559631347656,0.01334038283675909
95,1055,351.39642333984375,1171.2650146484375,0.01691829226911068,,,
96,1066,,,,68.99624633789062,229.8845977783203,0.03086293675005436
96,1066,903.7577514648438,3012.36865234375,0.04720281437039375,,,
97,1077,,,,55.222660064697266,184.03585815429688,0.011904887855052948
97,1077,481.2303161621094,1604.0377197265625,0.019037257879972458,,,
98,1088,,,,74.82293701171875,249.3176727294922,0.02763126604259014
98,1088,983.3124389648438,3277.551025390625,0.04705201834440231,,,
99,1099,,,,65.39103698730469,217.93624877929688,0.010161797516047955
99,1099,503.7537536621094,1679.115234375,0.019238751381635666,,,
100,1110,,,,97.73612976074219,325.6443176269531,0.04283178225159645
100,1110,1235.76806640625,4119.03125,0.0587395578622818,,,
101,1121,,,,92.55448150634766,308.48883056640625,0.007832653820514679
101,1121,758.7869873046875,2529.19482421875,0.028431296348571777,,,
102,1132,,,,131.88465881347656,439.456787109375,0.047635629773139954
102,1132,1614.7637939453125,5382.31591796875,0.06878408789634705,,,
103,1143,,,,109.0157470703125,363.3571472167969,0.008595407009124756
103,1143,857.6001586914062,2858.55810546875,0.032751839607954025,,,
104,1154,,,,272.7724609375,909.0950927734375,0.0439307875931263
104,1154,3071.39501953125,10237.7294921875,0.07610946893692017,,,
105,1165,,,,250.25746154785156,834.1677856445312,0.007117187604308128
105,1165,2175.023681640625,7249.94287109375,0.04082513973116875,,,
106,1176,,,,358.93841552734375,1196.30419921875,0.04714573919773102
106,1176,4229.8916015625,14099.3603515625,0.08432314544916153,,,
107,1187,,,,170.51629638671875,568.3460083007812,0.012490347027778625
107,1187,1289.40771484375,4297.9052734375,0.03615102171897888,,,
108,1198,,,,91.15261840820312,303.7890319824219,0.015900567173957825
108,1198,1203.6064453125,4011.79150390625,0.06902726739645004,,,
109,1209,,,,30.75813102722168,102.46247863769531,0.019386310130357742
109,1209,228.1664276123047,760.4692993164062,0.02559679001569748,,,
110,1220,,,,35.879188537597656,119.5431900024414,0.01623532362282276
110,1220,448.0097351074219,1493.16552734375,0.06004615128040314,,,
111,1231,,,,27.66025733947754,92.14888000488281,0.015594646334648132
111,1231,202.7802276611328,675.85546875,0.023559793829917908,,,
112,1242,,,,48.73420715332031,162.37425231933594,0.02193261869251728
112,1242,575.916015625,1919.5384521484375,0.054510585963726044,,,
113,1253,,,,30.214996337890625,100.66854858398438,0.014431792311370373
113,1253,238.66371154785156,795.4745483398438,0.02136285789310932,,,
114,1264,,,,31.28221321105957,104.24783325195312,0.007861105725169182
114,1264,385.1335754394531,1283.646728515625,0.039529502391815186,,,
115,1275,,,,25.66460609436035,85.49176025390625,0.017076199874281883
115,1275,200.4442596435547,668.0972900390625,0.015095928683876991,,,
116,1286,,,,37.72140884399414,125.64110565185547,0.029078854247927666
116,1286,437.1041564941406,1456.875732421875,0.04143138229846954,,,
117,1297,,,,13.916913986206055,46.34344482421875,0.013880631886422634
117,1297,112.468994140625,374.8472900390625,0.014815228059887886,,,
118,1308,,,,9.875527381896973,32.904903411865234,0.004055647645145655
118,1308,116.28211975097656,387.52587890625,0.024353880435228348,,,
119,1319,,,,4.317136764526367,14.310200691223145,0.02407650463283062
119,1319,33.391544342041016,111.26222229003906,0.012879702262580395,,,
120,1330,,,,7.750744342803955,25.822433471679688,0.004013556521385908
120,1330,91.02058410644531,303.3514709472656,0.01514479797333479,,,
121,1341,,,,4.8495988845825195,16.115402221679688,0.014977561309933662
121,1341,37.95720291137695,126.4964828491211,0.008255554363131523,,,
122,1352,,,,10.438993453979492,34.74364471435547,0.015899905934929848
122,1352,117.8886489868164,392.90289306640625,0.01777789182960987,,,
123,1363,,,,4.116732120513916,13.681381225585938,0.012318046763539314
123,1363,31.419349670410156,104.7010269165039,0.00904229935258627,,,
124,1374,,,,4.699084758758545,15.648825645446777,0.00443705078214407
124,1374,53.07366180419922,176.8601837158203,0.015604540705680847,,,
125,1385,,,,2.9665000438690186,9.840021133422852,0.014493766240775585
125,1385,22.231977462768555,74.0739974975586,0.009777055121958256,,,
126,1396,,,,3.554272413253784,11.827356338500977,0.0060654631815850735
126,1396,39.414241790771484,131.32290649414062,0.01737060397863388,,,
127,1407,,,,2.8131518363952637,9.335344314575195,0.01254849974066019
127,1407,20.6231689453125,68.70989990234375,0.010197787545621395,,,
128,1418,,,,4.072076797485352,13.557511329650879,0.004823046270757914
128,1418,42.274208068847656,140.85592651367188,0.017436353489756584,,,
129,1429,,,,3.1823995113372803,10.562789916992188,0.013562234118580818
129,1429,23.626752853393555,78.7213363647461,0.010348709300160408,,,
130,1440,,,,10.222867965698242,34.0444450378418,0.009534124284982681
130,1440,96.92276763916016,323.0117492675781,0.019239291548728943,,,
131,1451,,,,10.770185470581055,35.87293243408203,0.008305477909743786
131,1451,86.20680236816406,287.3239440917969,0.009619739837944508,,,
132,1462,,,,32.83053207397461,109.37671661376953,0.017512474209070206
132,1462,297.8033142089844,992.600830078125,0.023056412115693092,,,
133,1473,,,,24.096601486206055,80.30270385742188,0.005787853617221117
133,1473,184.1366729736328,613.751953125,0.011109801009297371,,,
134,1484,,,,32.2638053894043,107.53340148925781,0.0037814807146787643
134,1484,318.4142150878906,1061.323974609375,0.017025886103510857,,,
135,1495,,,,15.86488151550293,52.841434478759766,0.012450159527361393
135,1495,126.07698822021484,420.23175048828125,0.007435629144310951,,,
136,1506,,,,40.34821319580078,134.45974731445312,0.010280651040375233
136,1506,387.15106201171875,1290.453369140625,0.015059913508594036,,,
137,1517,,,,29.910554885864258,99.68094635009766,0.0062669990584254265
137,1517,206.26161193847656,687.513427734375,0.007562045473605394,,,
138,1528,,,,31.12603759765625,103.68793487548828,0.019656682386994362
138,1528,332.8630676269531,1109.4736328125,0.020936861634254456,,,
139,1539,,,,16.116254806518555,53.69948196411133,0.006412114482372999
139,1539,112.29014587402344,374.26947021484375,0.009299674071371555,,,
140,1550,,,,17.173730850219727,57.204341888427734,0.012426509521901608
140,1550,194.3854522705078,647.8827514648438,0.020614681765437126,,,
141,1561,,,,12.141552925109863,40.443477630615234,0.008508645929396152
141,1561,87.22795104980469,290.72772216796875,0.009633751586079597,,,
142,1572,,,,10.764846801757812,35.87065887451172,0.0036497239489108324
142,1572,116.51046752929688,388.3182678222656,0.01499972864985466,,,
143,1583,,,,4.963866233825684,16.507061004638672,0.01174735464155674
143,1583,35.78761291503906,119.26712799072266,0.007469820324331522,,,
144,1594,,,,3.247807502746582,10.811728477478027,0.004289016127586365
144,1594,32.328189849853516,107.72465515136719,0.010786200873553753,,,
145,1605,,,,1.75998854637146,5.821254253387451,0.013612141832709312
145,1605,12.51384449005127,41.68491744995117,0.008369825780391693,,,
146,1616,,,,3.245378017425537,10.790021896362305,0.008371494710445404
146,1616,32.76022720336914,109.16973114013672,0.009306483902037144,,,
147,1627,,,,2.7992453575134277,9.286151885986328,0.01339978352189064
147,1627,19.50031852722168,64.97610473632812,0.007486582268029451,,,
148,1638,,,,10.26280403137207,34.1784553527832,0.009267972782254219
148,1638,87.84199523925781,292.77239990234375,0.010254429653286934,,,
149,1649,,,,6.52231502532959,21.726552963256836,0.004349044989794493
149,1649,48.92417907714844,163.0569305419922,0.007098725996911526,,,
150,1660,,,,8.639620780944824,28.7801456451416,0.005577061325311661
150,1660,79.70454406738281,265.6433410644531,0.011541401036083698,,,
151,1671,,,,8.198099136352539,27.31199836730957,0.004499886184930801
151,1671,55.81679153442383,186.02793884277344,0.008406379260122776,,,
152,1682,,,,12.933362007141113,43.06724166870117,0.013188897632062435
152,1682,121.35406494140625,404.4532470703125,0.018064117059111595,,,
153,1693,,,,11.451388359069824,38.154659271240234,0.004989787004888058
153,1693,69.3344497680664,231.08444213867188,0.009113744832575321,,,
154,1704,,,,24.31625747680664,81.0150146484375,0.011755813844501972
154,1704,208.60203552246094,695.278564453125,0.018466074019670486,,,
155,1715,,,,28.572566986083984,95.22554779052734,0.004903048742562532
155,1715,181.70538330078125,605.6507568359375,0.010160706005990505,,,
156,1726,,,,52.070152282714844,173.54428100585938,0.0068641724064946175
156,1726,437.3240661621094,1457.69091796875,0.016789307817816734,,,
157,1737,,,,25.47768783569336,84.90233612060547,0.006985052023082972
157,1737,159.59494018554688,531.9570922851562,0.007806280627846718,,,
158,1748,,,,37.403350830078125,124.66222381591797,0.004681280814111233
158,1748,295.5005798339844,984.9617919921875,0.012023595161736012,,,
159,1759,,,,29.101015090942383,96.9827880859375,0.006177979055792093
159,1759,178.72877502441406,595.7394409179688,0.006938757374882698,,,
160,1770,,,,66.70317840576172,222.31581115722656,0.00843605026602745
160,1770,544.6779174804688,1815.5523681640625,0.01225187722593546,,,
161,1781,,,,67.02816772460938,223.4132080078125,0.004196565132588148
161,1781,366.3126220703125,1221.0174560546875,0.0073856171220541,,,
162,1792,,,,125.01528930664062,416.697998046875,0.005886076483875513
162,1792,994.189208984375,3313.9267578125,0.011199753731489182,,,
163,1803,,,,81.58988952636719,271.9490966796875,0.005152166821062565
163,1803,423.8487854003906,1412.808349609375,0.006286191754043102,,,
164,1814,,,,57.74454879760742,192.46913146972656,0.003805173560976982
164,1814,443.0496520996094,1476.8037109375,0.008549929596483707,,,
165,1825,,,,26.196186065673828,87.29840850830078,0.006660514511168003
165,1825,128.46868896484375,428.21197509765625,0.005092943087220192,,,
166,1836,,,,31.60845947265625,105.34825897216797,0.003980899695307016
166,1836,242.52980041503906,808.4097290039062,0.006868365686386824,,,
167,1847,,,,18.97351837158203,63.22410583496094,0.006284184288233519
167,1847,90.7163314819336,302.37164306640625,0.00483124190941453,,,
168,1858,,,,11.619813919067383,38.72012710571289,0.003774677636101842
168,1858,85.68705749511719,285.605224609375,0.005484925117343664,,,
169,1869,,,,4.966674327850342,16.526519775390625,0.008717674762010574
169,1869,23.480518341064453,78.24870300292969,0.005909087136387825,,,
170,1880,,,,4.671971797943115,15.559784889221191,0.00403662258759141
170,1880,26.89008140563965,89.61923217773438,0.004310257267206907,,,
171,1891,,,,2.2712717056274414,7.5483245849609375,0.006774496287107468
171,1891,10.339387893676758,34.44328308105469,0.0064020524732768536,,,
172,1902,,,,2.5981967449188232,8.648672103881836,0.0035951202735304832
172,1902,13.632956504821777,45.42954635620117,0.0040946342051029205,,,
173,1913,,,,1.9110020399093628,6.347859859466553,0.006643862929195166
173,1913,7.576268196105957,25.232383728027344,0.006553023122251034,,,
174,1924,,,,2.755225896835327,9.156144142150879,0.008382510393857956
174,1924,19.491518020629883,64.94646453857422,0.007575832307338715,,,
175,1935,,,,2.4748129844665527,8.2367525100708,0.0037873240653425455
175,1935,10.473298072814941,34.897499084472656,0.0040473323315382,,,
176,1946,,,,3.4993889331817627,11.642438888549805,0.006656930781900883
176,1946,24.83355140686035,82.7575454711914,0.006284032482653856,,,
177,1957,,,,3.042005777359009,10.127866744995117,0.0036457760725170374
177,1957,14.693435668945312,48.96339797973633,0.004417942371219397,,,
178,1968,,,,5.063191890716553,16.854984283447266,0.00669624051079154
178,1968,39.71976852416992,132.377685546875,0.006460967008024454,,,
179,1979,,,,5.254318714141846,17.502859115600586,0.0034609923604875803
179,1979,27.143198013305664,90.46097564697266,0.004902463406324387,,,
180,1990,,,,7.618233680725098,25.37681007385254,0.0051900893449783325
180,1990,55.13774490356445,183.77101135253906,0.00643104687333107,,,
181,2001,,,,6.394416332244873,21.303546905517578,0.0033517496194690466
181,2001,34.39503479003906,114.63274383544922,0.005205709952861071,,,
182,2012,,,,12.901830673217773,42.98221206665039,0.007166994735598564
182,2012,89.73670196533203,299.0984191894531,0.00716804526746273,,,
183,2023,,,,11.417828559875488,38.047752380371094,0.003503045765683055
183,2023,54.889549255371094,182.94749450683594,0.005297065246850252,,,
184,2034,,,,14.41179084777832,48.0231819152832,0.004835561383515596
184,2034,100.35358428955078,334.489990234375,0.006574851926416159,,,
185,2045,,,,9.012805938720703,30.029855728149414,0.0038486977573484182
185,2045,41.0314826965332,136.7561492919922,0.00463437894359231,,,
186,2056,,,,9.656859397888184,32.174407958984375,0.004535944666713476
186,2056,63.909358978271484,213.01132202148438,0.00595762999728322,,,
187,2067,,,,5.544423580169678,18.46868133544922,0.0038190195336937904
187,2067,26.401199340820312,87.98904418945312,0.004483131226152182,,,
188,2078,,,,5.343572616577148,17.80069923400879,0.0033622970804572105
188,2078,33.498619079589844,111.64533233642578,0.005019600503146648,,,
189,2089,,,,2.7985928058624268,9.311285972595215,0.005206483881920576
189,2089,11.496662139892578,38.30804443359375,0.004247051198035479,,,
190,2100,,,,2.904482841491699,9.670701026916504,0.0032724537886679173
190,2100,18.18087387084961,60.58760452270508,0.004592541605234146,,,
191,2111,,,,1.4211055040359497,4.721424102783203,0.004678252153098583
191,2111,5.466338157653809,18.207305908203125,0.0041460744105279446,,,
192,2122,,,,1.586654543876648,5.278080940246582,0.003230281639844179
192,2122,7.040658950805664,23.455228805541992,0.004090647678822279,,,
193,2133,,,,1.20698082447052,4.009571552276611,0.004109400790184736
193,2133,4.2615227699279785,14.191792488098145,0.003984327428042889,,,
194,2144,,,,1.989761471748352,6.615195274353027,0.0052029164507985115
194,2144,10.590824127197266,35.285099029541016,0.005292464513331652,,,
195,2155,,,,2.097587823867798,6.981143951416016,0.0032444200478494167
195,2155,8.586946487426758,28.608219146728516,0.0044786361977458,,,
196,2166,,,,3.898717164993286,12.981019973754883,0.004411430563777685
196,2166,19.727954864501953,65.74115753173828,0.0056048291735351086,,,
197,2177,,,,3.3018059730529785,10.995099067687988,0.0032760086469352245
197,2177,13.744129180908203,45.797706604003906,0.004816182889044285,,,
198,2188,,,,5.415113925933838,18.033246994018555,0.005139661021530628
198,2188,26.50521469116211,88.33129119873047,0.005826917476952076,,,
199,2199,,,,2.977566957473755,9.914029121398926,0.003358198329806328
199,2199,11.943903923034668,39.79641342163086,0.004979528486728668,,,
200,2210,,,,3.3402278423309326,11.122529029846191,0.003469225252047181
200,2210,17.49873924255371,58.31107711791992,0.005415407940745354,,,
201,2221,,,,2.6228768825531006,8.730423927307129,0.0037498297169804573
201,2221,9.829894065856934,32.75161361694336,0.004409349989145994,,,
202,2232,,,,2.934908866882324,9.771459579467773,0.0034708580933511257
202,2232,13.95301628112793,46.49319839477539,0.005056584719568491,,,
203,2243,,,,1.8113497495651245,6.025823593139648,0.0036025482695549726
203,2243,6.330887794494629,21.08866310119629,0.004287947900593281,,,
204,2254,,,,2.1926565170288086,7.297414779663086,0.0034317211247980595
204,2254,10.459280967712402,34.847408294677734,0.005057876463979483,,,
205,2265,,,,1.9509544372558594,6.491367816925049,0.003543929662555456
205,2265,6.772489547729492,22.560514450073242,0.0043338448740541935,,,
206,2276,,,,3.311206340789795,11.025662422180176,0.003507402027025819
206,2276,14.97185230255127,49.889862060546875,0.004893556237220764,,,
207,2287,,,,2.8136725425720215,9.367383003234863,0.0034577741753309965
207,2287,9.542302131652832,31.793216705322266,0.004336261190474033,,,
208,2298,,,,3.192781925201416,10.631138801574707,0.0034401307348161936
208,2298,13.679451942443848,45.581939697265625,0.004866939503699541,,,
209,2309,,,,2.381082534790039,7.925089359283447,0.0035556519869714975
209,2309,7.777124881744385,25.909547805786133,0.004259834531694651,,,
210,2320,,,,3.9085159301757812,13.015552520751953,0.0038497918285429478
210,2320,14.913912773132324,49.696205139160156,0.005051955580711365,,,
211,2331,,,,3.5631985664367676,11.866636276245117,0.0032074989285320044
211,2331,11.06241226196289,36.85922622680664,0.004644019063562155,,,
212,2342,,,,4.64218807220459,15.462950706481934,0.0033021876588463783
212,2342,17.765304565429688,59.20130157470703,0.004911899566650391,,,
213,2353,,,,3.639881134033203,12.12131404876709,0.0034865038469433784
213,2353,9.964008331298828,33.199275970458984,0.004224457312375307,,,
214,2364,,,,4.124634265899658,13.737711906433105,0.003320554969832301
214,2364,14.760408401489258,49.185707092285156,0.004696602933108807,,,
215,2375,,,,3.4042208194732666,11.335485458374023,0.00357494386844337
215,2375,8.91877269744873,29.715415954589844,0.004147826228290796,,,
216,2386,,,,3.84173583984375,12.794450759887695,0.003400453832000494
216,2386,12.573473930358887,41.89649963378906,0.00452258437871933,,,
217,2397,,,,2.319365978240967,7.720008373260498,0.003363573458045721
217,2397,5.837066173553467,19.443275451660156,0.00408337265253067,,,
218,2408,,,,2.2126197814941406,7.364806652069092,0.003177689155563712
