Method,ts_omega_n,ts_zeta,truth_ts_omega_n,truth_ts_zeta,wn_Err%,ts_relerr_zeta,ts_success
EDMD,nan,nan,2.0174061431969066,0.05284898619637045,nan,nan,0
gEDMD,nan,nan,2.0174061431969066,0.05284898619637045,nan,nan,0
HANDI,2.0156725132154767,0.04131683837696562,2.0174061431969066,0.05284898619637045,0.0859336126875612,0.21820944259091257,1
PSE,2.0197876071480763,0.07606673861381169,2.0174061431969066,0.05284898619637045,0.11804583619418627,0.43932256961696997,1
SINDy,nan,nan,2.0174061431969066,0.05284898619637045,nan,nan,0
SR3,2.0377158944960794,0.13207007404856147,2.0174061431969066,0.05284898619637045,1.0067259568759266,1.499008657570649,1
wSINDy,nan,nan,2.0174061431969066,0.05284898619637045,nan,nan,0
