SINDy,HANDI,PSE,gEDMD,SR3
2.19747095e-01,9.65854523e-01,5.16276236e-01,0.00000000e+00,2.24986391e-01
2.29866092e-01,9.64662695e-01,5.17207406e-01,0.00000000e+00,2.35162382e-01
2.39810299e-01,9.69471869e-01,5.13217117e-01,0.00000000e+00,2.45176082e-01
2.45677371e-01,9.78807156e-01,5.10396104e-01,0.00000000e+00,2.51220330e-01
2.46832688e-01,9.86579856e-01,5.10188475e-01,0.00000000e+00,2.52595490e-01
2.44647909e-01,9.88062111e-01,5.10700131e-01,0.00000000e+00,2.50701820e-01
2.41832813e-01,9.80259164e-01,5.12036042e-01,0.00000000e+00,2.47626548e-01
2.29097021e-01,9.56800113e-01,5.15953791e-01,0.00000000e+00,2.30767343e-01
2.08100602e-01,9.18967023e-01,5.20489670e-01,0.00000000e+00,2.07448364e-01
1.95963038e-01,9.04463518e-01,5.19488122e-01,0.00000000e+00,1.94523741e-01
2.26844740e-01,9.61750560e-01,5.42584469e-01,0.00000000e+00,2.32170383e-01
2.38137503e-01,9.69619192e-01,5.41006902e-01,0.00000000e+00,2.43414626e-01
2.52588385e-01,9.80207052e-01,5.37203734e-01,0.00000000e+00,2.57876162e-01
2.64740493e-01,9.90294185e-01,5.34520801e-01,0.00000000e+00,2.70207276e-01
2.69109264e-01,9.95810338e-01,5.35679014e-01,0.00000000e+00,2.74852035e-01
2.66920452e-01,9.96748043e-01,5.36319898e-01,0.00000000e+00,2.73046288e-01
2.61970199e-01,9.92229686e-01,5.36505193e-01,0.00000000e+00,2.66745695e-01
2.35454088e-01,9.75091470e-01,5.40278811e-01,0.00000000e+00,2.35668049e-01
2.14516605e-01,9.41155902e-01,5.44391593e-01,0.00000000e+00,2.13116884e-01
2.02324021e-01,9.17077538e-01,5.45801786e-01,0.00000000e+00,2.00216034e-01
2.35694262e-01,9.76777687e-01,5.62449708e-01,0.00000000e+00,2.41183545e-01
2.49768758e-01,9.85872905e-01,5.69320623e-01,0.00000000e+00,2.55131692e-01
2.69599739e-01,9.93798384e-01,5.72792005e-01,4.05910878e-02,2.74842843e-01
2.92917240e-01,9.98126275e-01,5.74325743e-01,6.61082736e-02,2.98284177e-01
3.05385500e-01,9.99470590e-01,5.80358184e-01,7.90398237e-02,3.11083917e-01
3.03556499e-01,9.99647766e-01,5.81256924e-01,7.65108745e-02,3.09793329e-01
2.87807120e-01,9.98496285e-01,5.76807108e-01,3.84159277e-02,2.90281014e-01
2.46443352e-01,9.90348788e-01,5.76033990e-01,0.00000000e+00,2.45273552e-01
2.24058375e-01,9.67335182e-01,5.72355631e-01,0.00000000e+00,2.21829076e-01
2.09312673e-01,9.41761895e-01,5.64943725e-01,0.00000000e+00,2.06553530e-01
