SINDy,HANDI,PSE,gEDMD,SR3
9.96174364e-02,4.35946455e-03,6.17585926e-02,inf,9.89485183e-02
9.83255109e-02,4.51162918e-03,6.16397071e-02,inf,9.76493164e-02
9.70559017e-02,3.89762613e-03,6.21491603e-02,inf,9.63708346e-02
9.63068334e-02,2.70575961e-03,6.25093283e-02,inf,9.55991457e-02
9.61593303e-02,1.71339355e-03,6.25358369e-02,inf,9.54235745e-02
9.64382681e-02,1.52414926e-03,6.24705121e-02,inf,9.56653455e-02
9.67976806e-02,2.52037698e-03,6.22999520e-02,inf,9.60579755e-02
9.84237008e-02,5.51547066e-03,6.17997601e-02,inf,9.82104454e-02
1.01104382e-01,1.03457448e-02,6.12206497e-02,inf,1.01187656e-01
1.02654025e-01,1.21974546e-02,6.13485206e-02,inf,1.02837784e-01
9.87112568e-02,4.88343094e-03,5.83997346e-02,inf,9.80313146e-02
9.72694729e-02,3.87881697e-03,5.86011477e-02,inf,9.65957254e-02
9.54244816e-02,2.52703026e-03,5.90867106e-02,inf,9.47493739e-02
9.38729823e-02,1.23917314e-03,5.94292494e-02,inf,9.31750203e-02
9.33152071e-02,5.34907838e-04,5.92813765e-02,inf,9.25820087e-02
9.35946599e-02,4.15188000e-04,5.91995528e-02,inf,9.28125543e-02
9.42266748e-02,9.92061359e-04,5.91758956e-02,inf,9.36169717e-02
9.76120733e-02,3.18015333e-03,5.86941054e-02,inf,9.75847562e-02
1.00285230e-01,7.51281821e-03,5.81690131e-02,inf,1.00463937e-01
1.01841897e-01,1.05869815e-02,5.79889693e-02,inf,1.02111031e-01
9.75814094e-02,2.96486853e-03,5.58634747e-02,inf,9.68805749e-02
9.57844726e-02,1.80365234e-03,5.49862425e-02,inf,9.50997693e-02
9.32525865e-02,7.91780551e-04,5.45430398e-02,1.22490869e-01,9.25831823e-02
9.02755650e-02,2.39224603e-04,5.43472225e-02,1.19233006e-01,8.95903506e-02
8.86837016e-02,6.75914568e-05,5.35770410e-02,1.17581993e-01,8.79561661e-02
8.89172161e-02,4.49708873e-05,5.34622959e-02,1.17904872e-01,8.81209397e-02
9.09279908e-02,1.91984234e-04,5.40304185e-02,1.22768579e-01,9.06121406e-02
