epoch,step,train/align,train/loss,train/main,train/rollout_avg,train/step1,val/loss,val/rollout_avg,val/step1
0,10,,,,,,5.300520206219517e-05,3.626764737418853e-05,4.212490966892801e-05
0,10,2.1472862499649636e-05,2.626333116495516e-05,4.790465482074069e-06,,,,,
1,21,,,,,,5.2868967031827196e-05,3.611012652982026e-05,4.203593198326416e-05
1,21,4.0539427573094144e-05,4.176293805358e-05,1.223509912051668e-06,,,,,
2,32,,,,,,5.3585470595862716e-05,3.693926191772334e-05,4.2503692384343594e-05
2,32,3.6349323636386544e-05,3.720914537552744e-05,8.598217959843169e-07,,,,,
3,43,,,,,,5.6412645790260285e-05,4.021142376586795e-05,4.4349220843287185e-05
3,43,3.180139174219221e-05,3.2555341022089124e-05,7.539481998719566e-07,,,,,
4,54,,,,,,6.18510675849393e-05,4.650607661460526e-05,4.789924423675984e-05
4,54,2.8060141630703583e-05,2.8753873266396113e-05,6.937327725609066e-07,,,,,
5,65,,,,,,6.596717139473185e-05,5.127033364260569e-05,5.058606984675862e-05
5,65,8.199251897167414e-05,8.264953794423491e-05,6.57020734706748e-07,,,,,
6,76,,,,,,7.106386328814551e-05,5.716953819501214e-05,5.391300146584399e-05
6,76,0.0029285631608217955,0.0029292195104062557,6.562043495250691e-07,,,,,
7,87,,,,,,7.862386701162905e-05,6.591979035874829e-05,5.884792699362151e-05
7,87,2.3822984076105058e-05,2.4652907086419873e-05,8.299227260977204e-07,,,,,
8,98,,,,,,8.627070201328024e-05,7.477074541384354e-05,6.383947766153142e-05
8,98,3.340385956107639e-05,3.409887358429842e-05,6.950148758733121e-07,,,,,
9,109,,,,,,8.731357957003638e-05,7.59779431973584e-05,6.452018715208396e-05
9,109,3.5135635698679835e-05,3.5750726965488866e-05,6.150930857984349e-07,,,,,
10,120,,,,,,9.005348692880943e-05,7.914985326351598e-05,6.630852294620126e-05
10,120,4.2207891965517774e-05,4.279843778931536e-05,5.905432658437348e-07,,,,,
11,131,,,,,,9.21088649192825e-05,8.152831287588924e-05,6.76503696013242e-05
11,131,0.0005643072072416544,0.0005648896330967546,5.823582682751294e-07,,,,,
12,142,,,,,,9.436595428269356e-05,8.414082549279556e-05,6.912370736245066e-05
12,142,9.560932812746614e-05,9.622942889109254e-05,6.201140081429912e-07,,,,,
13,153,,,,,,9.587648673914373e-05,8.588904893258587e-05,7.010977424215525e-05
13,153,1.3535445759771392e-05,1.4140938219497912e-05,6.054921755094256e-07,,,,,
14,164,,,,,,9.690263686934486e-05,8.707741653779522e-05,7.077940972521901e-05
14,164,2.8254258722881787e-05,2.8831125746364705e-05,5.768671940131753e-07,,,,,
15,175,,,,,,9.72367197391577e-05,8.746432285988703e-05,7.09974265191704e-05
15,175,1.3413397027761675e-05,1.396653078700183e-05,5.53134668734856e-07,,,,,
16,186,,,,,,9.816400415729731e-05,8.853654435370117e-05,7.160304812714458e-05
16,186,0.00019281315326225013,0.0001933498278958723,5.366905497794505e-07,,,,,
17,197,,,,,,9.761851106304675e-05,8.790584979578853e-05,7.124675903469324e-05
17,197,0.00011899075616383925,0.00011953635112149641,5.455802920550923e-07,,,,,
18,208,,,,,,9.79045798885636e-05,8.823743701213971e-05,7.143334369175136e-05
18,208,2.2041320335119963e-05,2.2588435967918485e-05,5.47117963378696e-07,,,,,
19,219,,,,,,9.854059317149222e-05,8.897248335415497e-05,7.18488372513093e-05
19,219,1.6222715203184634e-05,1.6759429854573682e-05,5.367142534851155e-07,,,,,
20,230,,,,,,9.81174162006937e-05,8.848358993418515e-05,7.157232903409749e-05
